pdf_page,chars,preview
1,0,""
2,0,""
3,717,"1 憲法法庭判決 114 年憲判字第 1 號 聲請 人 立法委員柯建銘等 51 人（姓名及住居所詳如附表） 共 同 訴訟代理人 陳鵬光律師 陳一銘律師 方瑋晨律師 上列聲請人認中華民國 114 年 1 月 23 日修正公布的憲法訴訟法 第 4 條第 3 項、第 30 條第 2 項"
4,682,"2 法權力分立原則 ，均牴觸憲法， 應自本判決公 告之日起失 其效力。 二、中華民國 114 年 1 月 23 日修正公布前之憲法訴訟法第 95 條 規定，於該規定本次修正公布後繼續適用。 三、本件暫時處分之聲請駁回。 理 由 壹、聲請人及機關陳述意旨【1】 一、聲請人部分【2】"
5,666,"3 第 30 條或其他適當的審理規則，作為本件評議及同意宣 告違憲相關程序的裁判規範。【5】 （三）系爭規定一至七 的立法程序，實質上欠缺立法討論、辯 難及說服，只決未議，聲請人意見表達 的機會受有顯不 相當的限制，議會審議民主淪為多數暴力，違反討論原 則，且表決結果未能落實公開"
6,655,"4 （六）系爭規定四不分事件類型，一概將判決評議門檻提高至 定額 10 人，同意宣告違憲的門檻提高至 9 人，並通用於 暫時處分裁定、彈劾成立與宣告政黨解散 的情形，乃就 本質不同 的事物，恣意為相同 的處理，不符合憲法平等 原則的意旨。【9】 （七）系爭規定五及六就有大法官迴避"
7,696,"5 本庭依憲訴法第 19 條第 1 項規定，通知立法院提供專業意 見，其意見要旨如下：【14】 （一）聲請人主張渠等均於系爭規定一至七 的二讀及三讀立法 程序中表示反對，惟系爭規定一至七 的二讀及三讀程序 的反對人數，僅在 47 人至 49 人之間，均明顯低於聲請人 人數，其主張"
8,682,"6 ，惟我國憲政體 制容許立法院在不剝奪司法權審判獨立 的核心事項前提下，對司法權為適當 的限制，屬立法政 策形成空間，並無牴觸憲法保障人民 的訴訟權及權力分 立原則 的疑慮。只要未完全剝奪司法權行使憲法所賦予 違憲宣告的權力，立法者有透過民主政治決定可決門檻 的權力。況司法權對"
9,727,"7 法庭議決的共識強度，並提高判決公信力。【21】 （八）系爭規定七符合中央法規標準法第 13 條規定的立法常態 。況本次修法並無憲法法庭審理規則或相關配套措施法 制須一併修正之處，難認有違憲或脫法的情形。【22】 （九）系爭規定一至七業已生效，本件暫時處分聲請無急迫必 要性，亦"
10,787,"8 六、同法第 30 條第 6 項規定：「前項未迴避之大法官人數低於 7 人時，不得審理案件。」（即系爭規定六）【30】 七、同法第 95 條規定：「113 年 12 月 20 日修正之條文，自公 布日起施行。」（即系爭規定七）【31】 參、本件判決應適用的評議及評決門檻【32】"
