pdf_page,chars,preview
1,552,"司法院釋字第七０九號解釋 協同意見書 大法官 葉百修 本件解釋涉及憲法上正當法律程序原則許多重要概念 以及規範內容 ， 特別是適用於都市更新事件上 ， 固然是近日 來臺灣社會備受重視的重要議題。 多數意見於推論都市更新 條例有關劃定都市更新單元內土 地及合法建築物所有權人 及其所"
2,915,"住環境，增進公共利益；則都市 更新既然在於增進公共利 益，對於其中可能涉及人民私益者，例如財產權等，以公、 私益衡量的結果 ， 對於有增進公共利益之都市更新 ， 限制特 定或不特定私人財產權之行使 。 然而 ， 多數意見從都市更新 1 之居住自由，並認定居住自由亦屬憲法上所保 障"
3,654,"由、發展人格及維護尊嚴。立法機關為確保人民財產權，並 兼顧他人自由與公共利益之維護， 得在符合憲法第二十三條 比例原則之範圍內， 制定法律或明確授權行政機關訂定法規 命令 ， 形成各種財產制度予以規範 。 本席於釋字第六五二號 解釋部分協同意見書中，曾提出： 「憲法第十五條關於財"
4,1750,"之財產權保障之釋字第四號解釋 ；以及涉及建築物本身 財產權保障之釋字第六００號解釋等 ，均係與人民土地或建 築物，依其存續狀態行使其自由使用、收益及處分之權能， 與為達成公共利益間所形成之侵害，與憲法保障財產權之意 旨有無牴觸之相關解釋 ， 從中亦可發現 ， 本件解釋所涉及之 憲"
5,3815,"article 2 of this Convention, States Parties undertake to prohibit and to eliminate racial discrimination in al its forms and to guarante th"
6,2051,"憲法依據為何？本件解釋多數意見均未置一語， 將導致其欲 保障之憲法權利內涵空洞，甚或 從消極防禦權之居住自由 3 4 ，延伸為積極給付之居住權 ，是否符合本件解釋所審查都 市更新條例所涉及之憲法權利保 障之對象？同時有無改變 本院歷來關於財產權闡釋之意旨， 本席對此均認容有再三斟"
7,695,"按經濟社會文化權利國際公約 （下稱經社文公約）第十 一條第一項前段規定：「本公約締約國確認人有權享受其 本人及家屬所需之適當生活程度， 包括適當之衣食住及不斷 改善之生活環境。」 是本席曾以之認為，該規定應等同於我 5 而於公民與 政治權利國際公約第十七條第一項規定： 「任何人之"
8,705,"嚴地居住某處的權利」，並提出下列判斷因素：使用權的法 律保障；服務、材料、設備和基礎設施的可提供性；可支付 性；適居性；易取得性；地點；及文化的適當性等，並且要 求應有一定法律救濟措施。 相較於都市更新所涉及人民關於更新單元內之土地或 建築物所有權之保障，以及避免因都市更新計畫通"
9,678,"特別是如果牽涉到一大批人，在遷移的時候必需有政府官員 或其代表在場； (e) 是誰負責執行遷移行動必需明確地認 明； (f) 除非得到受影響的人的同意 ， 否則遷移不得在惡劣氣 候或在夜間進行； (g) 提供法律的救濟行動； (h) 儘可能地向 7 那些有必要上法庭爭取救濟的人士"
10,741,"用 ， 審查憲法解釋之標的是否符合正當法律程序 ， 例如關於 訴訟權之保障，於釋字第三九六號解釋，即明白闡釋須 「對 被付懲戒人予以充分之程序保障 ， 例如採取直接審理 、 言詞 辯論 、 對審及辯護制度 ， 並予以被付懲戒人最後陳述之機會 等，以貫徹憲法第十六條保障人民訴訟權之"
11,719,"程序法之相關程序規定之適用 ， 以及對於行政處分不服者， 依據行政爭訟尋求救濟 ， 此亦為多數意見所揭示 。 然而多數 意見對於都市更新事業概要核准與計畫核定之行政處分，其 性質上究與其他行政處分有何不 同，並未有令人信服之闡 述 。 多數意見僅以事業概要核准處分「影響更新單元內"
12,646,"中 ， 僅規定舉辦公聽會 ， 是否就無行政程序法相關陳述意見 機會及相關資訊知悉之權利等程序保障規定之適用 ，以及事 業計畫之核定 ， 僅規定公開展覽及人民得提出意見 ， 是否亦 無行政程序法關於送達程序與應予舉行正式聽證、使人民陳 述意見或言詞辯論等程序保障規定之適用，多數意見"
13,709,"類型。 都市更新因涉及都市更新單元內土地或合法建築物所 有權人之權利保障， 且可能因是否同意都市更新以及意見溝 通協調之困難度 ， 屬重要公共利益之事項 ； 且私人申請都市 更新，因具有行政委託之性質，將之視為行政程序之一環， 應符合正當法律程序之要求 ， 本席可以贊同 。 惟按"
14,525,"正當行政程序，多數意見未有明確說明；另一方面，多數意 見既稱尊重多數 、 擴大參與 ， 則其間公益與私益又應如何衡 量？難道多數即代表公益？即可 因此認定都市更新之正當 性？此項提出申請， 充其量僅屬行政機關作成行政處分之發 動 ， 並不因此影響行政機關作成行政處分與否之判斷 。"
