pdf_page,chars,preview
1,918,"因戰爭、地震、火災、⽔災、風災或其他重⼤事變遭受損壞⽽迅 直轄市、縣（市）主管機關業依同條例第七條第⼀項第⼀款規定 之⼀（該條於九⼗四年六⽉⼆⼗⼆⽇為文字修正）之適⽤，以在 九⼗⼆年⼀⽉⼆⼗九⽇修正公布之都市更新條例第⼆⼗⼆條 3 之。 形、⼀般社會觀念與推動都市更新需要等因素，"
2,955,"市更新條例即為此⽬的⽽制定，除具有使⼈⺠得享有安全、和平 再開發利⽤，復甦都市機能，改善居住環境，增進公共利益。都市更新為都市計畫之⼀環，乃⽤以促進都市⼟地有計畫之 3 五九六號、第四五四號解釋參照）。 不得以法律對於⼈⺠之財產權或居住⾃由予以限制（本院釋字第 共利益之必要，於不"
3,1016,"市更新之實施，不僅攸關重要公益之達成，且嚴重影響眾多更新 法者制定相應之法定程序（本院釋字第六八九號解釋參照）。都 性、有無替代程序或各項可能程序之成本等因素綜合考量，由立 限制之強度及範圍、所欲追求之公共利益、決定機關之功能合適 憲法上正當法律程序原則之內涵，應視所涉基本權之種"
4,1022,"地及合法建築物所有權⼈均超過⼗分之⼀，並其所有⼟地總⾯積 條例第⼗條第⼆項規定：「前項之申請應經該更新單元範圍內⼟ 提出申請時應具備之同意比率，亦應有適當之規定。舊都市更新 計畫，則基於國家保護⼈⺠財產權與居住⾃由之憲法上義務，就 下，得申請主管機關核准都市更新事業概要與核定都市"
5,1036,"委員會審議前，應將都市更新事業計畫公開展覽，任何⼈⺠或團 上開規定就都市更新事業計畫之核定雖已明文，送都市更新審議 級主管機關提出意⾒，由各級主管機關予以參考審議。……」） 團體得於公開展覽期間內，以書⾯載明姓名或名稱及地址，向各 項權利⼈、囑託限制登記機關及預告登記請求權⼈；任"
6,996,"地總⾯積及合法建築物總樓地板⾯積均超過四分之三之同 有⼟地及私有合法建築物所有權⼈均超過三分之⼆，並其所有⼟ ⼀條規定申請獲准實施都市更新事業者，應經更新單元範圍內私 及合法建築物總樓地板⾯積均超過三分之⼆之同意；其屬依第⼗ 私有合法建築物所有權⼈均超過五分之三，並其所有⼟地總⾯"
7,1017,"建築物，其中部分建築物毀損⽽辦理重建、整建或維護時，得在 市更新地區，於實施都市更新事業時，其同⼀建築基地上有數幢 舊都市更新條例第⼆⼗⼆條之⼀規定：「依第七條劃定之都 10 檢討改進。 市更新事業計畫之內容有變更者，是否應重新徵詢同意，亦應予 內容納入同意之項⽬，以及在徵詢同意"
8,1035,"定終局判決，指摘九⼗七年⼀⽉⼗六⽇增訂公布之都市更新條例 聲請⼈之⼀據最⾼⾏政法院⼀００年度判字第⼀九０五號確 1 更新意願之規定，亦有未周，允宜檢討改進。 核前，應先徵詢同⼀建築基地之其他幢（或棟）居⺠是否有參與 未設有受損建築物居⺠或其委託之實施者於都市更新事業計畫報 儘可能"
9,738,"709案情摘要(⼤法官書記處整理提供)_OCR 陳⼤法官新⺠提出之部分不同意⾒書 蘇⼤法官永欽提出之⼀部不同意⾒書 湯⼤法官德宗提出之協同暨部分不同意⾒書 羅⼤法官昌發提出之部分協同部分不同意⾒書 陳⼤法官碧⽟提出之協同意⾒書 陳⼤法官春⽣提出之協同意⾒書 葉⼤法官百修提出之協同"
10,779,"(97.01.16) 條、第22條第3項、第31條第1項、第36條第1項 都市更新條例第10條第1、2項、第22條第1項、第21 都市更新條例第22條之1(94.06.22) 第1項、第22條之1(92.01.29) 都市更新條例第3條、第9條、第19條第3項、第22條、第26條"
11,98,"內文書 其他公開之卷 ⾏政程序法第34條、第92條第1項(104.12.30) (99.05.12) 都市更新條例第19條第3、4項、第36條第1項 釋字第709號解釋其他公開之卷內文書_OCR"
