pdf_page,chars,preview
1,462,"抄臺灣花蓮地方法院刑事第五庭法官吳志強釋憲聲請書 壹 、 聲請解釋之目的 一 、 按憲法為國家最高規範， 法律牴觸憲法者無效， 法律與憲法有無 牴觸發疑義而須予以解釋時， 由司法院大法官掌理， 此觀憲法第 171條 、 第 173條 、 第 78條及第79條 第 2. 項有明文規"
2,506,"各該事件或案件之訴訟或非訟程序之裁定停止在 内 ， 裁定停止訴 訟或非訟程序， 乃法官聲請釋憲必須遵循之程序。 又所謂「 先決 問題」 •係指審理原因案件之法院， 確信系爭法律違憲， 顯然於該 案件之裁判結果有影響者而言； 所謂 「 提出客觀上形成確信法律 達憲之具體理由」 ， "
3,729,"」，自我國於民國 2 4年 〔1935年〕1 月 1 日制定公佈、 同年7 月 1 曰施行起迄今〔 2 018年〕 均未做修正。 然眾所皆知的是， 鄰國 日本舊刑法第58條規定與我國刑法第48條相同， 惟日本舊刑法 第58條早已於昭和 2 年 〔 1947年 〕因被認為違反日本憲"
4,741,"審 理107 年度聲字第 430 號受刑 A 〇 .〇 〇 ， 因聲請更定累犯之刑 審酌 2 ， 此不僅乃因累犯之規定， 有違反行為刑法及罪貴原則， 欠缺存在之正當性， 同時後案再次考量前案而加重， 違反一事不 再理原則； 且我國刑法第 4 7條於 9 4年 2 月 2 日之修法"
5,560,"之刑案件， 該案係受刑人0 0 O 前因不能安全駕駛罪， 經臺灣新 一 、 本院受理107年度聲字第430號受刑人 〇.〇〇 ,因聲請更定累犯 竹地方法院以103年度竹交簡字第1439號判決處有期徒刑3 月 ， 並於 104年 11月 16日執行完畢， 其後於106年 1 月 2"
6,761,"疑人除現行犯外， 其逮捕應踐行必要之司法程序、 被告自白須出 於自由意志、 犯罪事實應依證據認定、 同一行為不得重覆處罰、 當事人有與證人對質或詰問證人之權利、 審判與檢察之分離、 審 判過程以公開為原則及對裁判不服提供審級救濟等為其要者。 除 依法宣告戒嚴或國家、 人民處於緊急"
7,810,"999, S .2 060〕7。 並 且 ， 國 内 論者亦指明： 刑法第48條更定其刑 之目的固有維持法律適用之正確性、 矯正行為 A ： 危險性的理論依 規 定 與 「 行為責任原理」不一致 〔 德 國 ： BGB 1 U 986, S . 393〕、 ( 2) 再 者 ， "
8,581,"定其刑」 之規定， 本身即為違反一事不再理之上位原則的規定。 是刑法第47條 、 第48條規定均違反一事不再理、 一行為不二罰 之正當法律程序。 二 、 刑法第47條規定蓮反憲法第7條之平等原則 1、 再按憲法第七條平等原則並非指絕對、 機械之形式上平等， 而係 保障人民在法律上"
9,644,"再 者 ， 主管機關並未有提出充分的實證資料、 數據證明我國刑法 第 47條規定何以「 5 年 内 再犯」有特別需要矯正之必要， 此均 無法通過合憲性審查之檢驗1 £ ) 。 更甚者， 立法者所制定之累犯規 定是對執行完畢之前科、 前歷者的歧視， 以實務運作而言， 符合 刑法第4"
10,756,"A 段適合性」 、 「 手段必要性」及 「 限制妥當性」， 「目的正當性」宜 依照不同公益份量而有寬嚴不同的審查標準， 而在「 手段適合性」 、 「 手段必要性」及 「 限制妥當性」也應依立法事實判斷進一步發 展出寬嚴有別的審查標準11。 2 、 查現行外國立法例之德國及瑞士， "
11,700,"德國就刑法第48條 「 累犯」規定一律予以刪除 M 。 刑法既以「 行 為責任」為原則， 一旦符合我國刑法第47條之累犯規定， 該罪 之法定刑上限即可增加至二分之一， 實難謂目的具有正當性。 3 、 向來主張累犯規定應該存在之理由，多半考量的是「 前刑警告」 機 能 ， 並有見解"
12,880,"肆 、 結論 從東洋、 西洋的刑罰歷史觀察， 對於累犯或再犯者給予較重的刑 罰似乎符合一般民眾的直覺情感， 但是從法治國的觀點來看， 則 未必合乎法治國的要求， 從審判實務的現實面觀察， 其實大多數 符合刑法第47條規定之累犯， 只是如同我國學說所指出的「 微 罪之累犯」 ， 只"
13,546,"人滿為患， 亦凸顯我國刑事政策之失當， 況且我國刑法第47條 關於累犯之規定已有前述三種違反平等原則之情形； 刑法第47 條規定不僅欠缺目的之正當性， 同時也無法達到立法者原本想要 之目的； 刑法第47條 、 第48條違反一事不再理、 一行為不二罰 之上位原則。 基 此 ， 如前"
14,687,"1•佐藤由梨， 「 7 / V 力 刑 事 . 手 続 6瑕疵 态 石無罪判決 i 二重 2. 西岡正樹， 「 累犯加重規定0 現 代 的意義（ c 関寸3 批判的研究」 請 參 照 • htps ://kaken • ni . ac . _ ip / ja / grant / "
15,174,"2 . htps : / w . judicial . gov . tw / jw 9706 / 1608 _ main.html 〔司法 6 曰〕 。 中華民國 ./〇 7 ■ 年 . j 月 彳曰 院建議刪累犯規定以符刑法本質〕 〔 最後瀏覽時間： 2 018年8 月 此 致"
16,0,""
