pdf_page,chars,preview
1,817,"釋字第六九六號解釋協同意見書 大法官 黃茂榮 本號解釋文第一段稱：「中華民國七十八年十二月三十 日修正公布之所得稅法第十五條第一項規定：『納稅義務人 之配偶，及合於第十七條規定得申報減除扶養親屬免稅額之 1 ；在夫妻， 2 聯合財產中非屬妻之原有財產或特有財產者，均為夫所有 ， "
2,962,"3 在招贅婚，亦然 。然依現行親屬法之規定，不但在家，已非 同居共財；而且在夫妻，無論採法定財產制、分別財產制， 4 或共同財產制， 婚後財產均不再全部歸屬於夫所有 ：在採法 定財產制，「夫或妻之財產分為婚前財產與婚後財產，由夫 妻各自所有。」（民法第一千零十七條第一項前段），「"
3,718,"有其自己單獨所有及按應有部分所有的部分，沒有全部屬於 夫或妻的規範依據。是故，在所得稅法上，關於夫妻之所得 稅的課徵，已不再有強制夫妻合併為一個所得稅申報單位之 夫妻財產制的存在基礎。 二、個人所得稅義務之歸屬對象 5 。 三、所得稅法第十五條關於夫妻薪資以外之所得採強制合併 計"
4,696,"務：夫妻之薪資以外的所得應合併計算其稅基，並適用該稅 基所該當之累進稅率，計算夫妻共同之應納所得稅額。該合 併計算及報繳的規定，因將夫妻合併為一個申報單位，而使 夫妻之薪資以外的所得 ， 相對於夫或妻 ， 不但在稅捐客體（即 所得）之歸屬上發生變更，而且在稅捐債務之範圍上亦發生 "
5,647,"四、採取強制合併計算申報的理由 所得稅法第十五條所定之夫妻所得強制合併計算申報 制度，在個人所得稅之累進稅制下，有諸多顯而易見的不公 平。例如強制合併計算申報，不但因縮減稅捐申報單位，而 減少以申報單位為基礎之扣除額，而且因為整併稅基（夫妻 之所得額）的結果，提高其該當之課稅級距"
6,626,"引發大量是非難斷之稅捐爭訟案件，破壞徵納雙方的和平關 係。是故，在稅制的規劃上必須透過制度的規劃，徹底消弭 夫妻間之分散所得的誘因。其方法不外乎：（ 1 ）尋求無「分 散可能性」的方法：強制合併計算。其操作機制為透過強制 合併計算，使夫妻間根本無從事分散所得之可能性。（ 2 ）規"
7,706,"強制合併計算申報制及折半乘二制均可消弭因分散所 得而引起之稅務違章的問題。然而，相較於強制合併計算申 報制導致夫妻應納稅額加重之不公結果，折半乘二制可謂是 最有利於夫妻，最順乎人性的規範模式。蓋折半之目的在於 降低其稅基，以徹底消弭因合併計算而墊高稅基引起抬高累 進之邊際稅率的現"
8,652,"改制而遭受稅收的損失。 在修正兼採折半乘二之任意合併計算申報制的情形，如 果國家採調整所得級距的方法，將所得稅之所得級距折半並 匹配折半前原來之稅率以為因應，則國家可自有法律婚關係 者徵起之個人所得稅收數額，相較於採強制合併計算申報 制的情形，並無差異。蓋將合併計算之所得（ A "
9,672,"其一，不再強制要求應採取合併計算申報制。惟合併計算申 報之制度應改良為：兼採先折半而後乘二的任意合併計算申 報制，較為妥當。 此外，不宜因夫妻強制合併計算申報制之違憲應予廢止 而單純引入夫妻強制單獨計算分別申報，而應規定為只是一 個可供夫妻選擇之所得稅的計算申報制。蓋如採強制單獨"
10,88,"之各項免稅額及扣除額一律由納稅義務人申報減除，並不得 再減除薪資所得分開計算者之免稅額及薪資所得特別扣除 額。」該項規定在同條第一項廢止時，失其存在意義，應併 同廢止。 10"
