pdf_page,chars,preview
1,622,"法規範蕙法審查聲請書 裁 = 縣 鑛 年 齡 黨 冰 聲 請 人 冷 兩 碑 身 分 證 字 號 ： 住居所： 送 達 處 所 ： 電 話 ： 1 茲依《 憲法訴訟法》第59條第1 項之規定， 聲請法規範憲法審查： 2 審查客體 3 《 毒品危害防制條例》第4 條第1項 （ 下稱"
2,537,"1 二 、系爭規定所定「 死刑」之法律效果， 直接剝奪《 憲法》第 15 2 條保障人民之生命權。 參照《 公民與政治權利國際公約》（ 下 3 稱公政公約）第 6 條之意旨， 其當屬對人民生命權之恣意剝 4 奪 ， 顯屬違憲（ 第6 頁至第8 頁） 。 5 三 、 系爭規定所定「"
3,910,"1 二 、 所涉及之基本權： 2 '(一 ） 《 憲法》第15條 ： 「 人民之生存權、 工作權及財產權， 應予保 3 障 。」 4 (二 ） 《 憲法》第8 條第1項前段： 「 人民身體之自由應予保障。」 5 (三 ） 《 憲法》第 7 條 ： 「 中 華民國人民， 無分男女、"
4,946,"流毒所及， 非僅多數人之生命、 身體受其侵害， 并社會、 國 2 家之法益亦不能免， 為害之鉅， 當非個人一己之生命、 身體 3 ； 法益所可比擬。 41 從而直接得出下述結論: _ 5 | …此等行為之以特別立法嚴厲規範， 當已符合比例原則。 61 2 、 許宗力大法官1 2、"
5,1036,"1 流毒所及， 非僅多數人之身體法益受其侵害， 并社會國家之法 2 益亦不能免， 此殷鑒非遠。 是對於此等特定之行為嚴予非難， 3 並特別立法加重其刑貴，自係本於現實之考量。 _ 4 其認立法目的正當、 與國民法感情相符 ， 即率予承認重刑化之 5 合憲性 丨未就保障生命權、 人"
6,924,"1 是重視人民基本權利的保障。 2 (四 ） 綜上所述， 上開解釋作成於《 公政公約》生效前， 且其不符合 3 現行實現實務之人權保障標準（ 司法院釋字第 669 號、 7 號、 4 跑5:#鮮釋參照 ） ’ 又無具體、 細緻< 審查結論， 僅抽象以 5 「 治亂世用重罰 I 之"
7,880,"1 保障措施， 以確保尚未廢除死刑的締約國除對情節最重大 2 之罪外， 不適用死刑， 而對於情節最重大之罪， 僅在最特 3 殊的情況下和在最嚴格的限制下適用死刑 . 4 • 5 3 5 . 「 情節最重大之罪| 一詞必須作嚴格解讀， 僅限於涉及故 6 意殺人的極嚴重罪行。 在第六"
8,910,"1 毒品危害防制條例就運輸第一級毒品所設之法定刑度， 為死刑 2 或無期徒刑， 關於死刑部分， 其於公民與政治權利國際公約 内 3 國化後， 依該公約第六條第二款規定「 非犯情節最重大之罪， 4 不得科處死刑」 ， 及依人權事務委員會相關解釋， 所謂「 情節 5 最重大之罪」 ，"
9,927,"1 由之刑罰， 乃嚴重限制人民基本權之不得已的最後手段， 法 2 定刑度之嵩低應與行為所生之危害、 行為人貴任之輕重相符， 3 始符合罪刑相當原則。 4 ( 2 ) 又系爭規定之法律效果， 除前述之死刑外， 為無期徒刑， 其 5 刑度種類、 程度涉及人身自由之永恆剝奪， 當然是針"
10,949,"1 (三 ） 毒品犯罪率始終未予降低， 顯見系爭「 死刑或無期徒刑」 之重 2 刑規定， 根本無助於立法目的之達成， 違反手段適合性原則： 3 1 、系爭規定之立法目的已如釋字第 476 號解釋所述。 然系爭規 4 定之規範模式屬抽象危險犯， 主要目的在保護不特定多數人的 5 生"
11,871,"li 為清楚表示毒品犯罪之發展趨勢， 再將上表製圖如下： i . 發生件數一 - 嫌疑人數 - 發生率’ 2| 3 ： 由上開 實證資料顯示 ， 由 100 年至 109 年的統計趨勢可知， 4| 毒品犯罪之發生率、 發生件數、 嫌疑人數等統計， 不僅無下降 5 l 趨 勢 ， "
12,851,"1 程度。 至於重刑威嚇往並非考慮的重點。 此外德國亦有實證 2 研究指出， 真正能夠減少毒品在社會流通的關鍵 ， 應該 在於犯 3 罪追訴的效率， 而非刑罰的輕重。 因此， 重刑化刑罰的威嚇作 4 用 ， 對於嚇阻販賣毒品行為， 其實是有限度的。 . _ 5 6 、 又學者張天"
