pdf_page,chars,preview
1,575,"釋字第七四八號解釋不同意見書 吳陳鐶大法官 提出 一、 臺北市政府之聲請不合規定，應不受理 （ㄧ）臺北市政府聲請解釋之過程 查臺北市政府之聲請固經內政部轉行政院層轉本院， 但其聲請意旨略以 其為戶籍登記業務主管機關，依地方 制度法第 戶政事務所於辦理相同性別二人民申請之結婚登記業"
2,674,"按中央或地方機關，於其行使職權，適用憲法發生疑 義，或因行使職權與其他機關之職權，發生適用憲法之爭 議，或適用法律與命令發生有牴觸憲法之疑義者，得聲請 解釋憲法，司法院大法官審理案件法第 固定有明文。但聲請解釋機關有上級機關者，其聲請應經 由上級機關層轉，上級機關對於不合規定者，"
3,702,"北市政府之聲請，依司法院大法官審理案件法第 規定， 應不受理。 （三）受理本件臺北市政府之聲請，有違權力分立原則， 使本院淪為各行政機關法律諮詢機構之角色 受理本件臺北市政府之聲請，則將來地方自治團體於 辦理自治事項之業務時，如涉及憲法第 執行之事項、第 並執行或交由省、縣執行之"
4,1193,"有違權力分立原則，亦將使本院釋憲機關之地位，淪為各 行政機關法律諮詢機構之角色。 二、憲法保障之婚姻自由限於一夫一妻 （一）婚姻係一種制度 Institution ） ，是一個國家社會及 文化價值觀之反映，是否變更其意涵，應透過直接民主或 間接民主之程序為之 按 本院 釋字第 2"
5,585,"不同之社會而有巨大之差異 反映一個國家之社會及文化 價值觀。是否變更 並非ㄧ昧地仿效他國之作法即可， 應由 代表全國民意之 中央立法機關 由全國民眾 透過 公民投票 此與 欲以終生共同生活為目的而結合同性別之二人，應否保障 其自由或權利，要屬不同層次之問題。 （二）婚姻自由之核心"
6,717,"第 ： 「婚約當事人之一方，有左列情形之一者，他 方得解除婚約：一、婚約訂定後，再與他人訂定婚約或結 婚者。」第 ： 「男未滿 不得結婚。」第 ： 「有配偶者，不得重婚。 （ 第 1 ） 一人不得同時與二人以上結婚。 （ 第 ） 」第 條第 ： 「結婚有下列情形之一者，無效： …"
7,598,"定，乃所以維持一夫一妻婚姻制度之社會秩序 形而言，與憲法尚無牴觸。惟 婚之自由，他 第二十二條規定，應受保障。 」 釋字第 552 號解釋理由書 亦 釋明 ： 「 一夫一妻婚姻制度 係，實現男女平等原則，及維持社會秩序， 障 。民法第九百八十八條第二款關於重婚無效之規定，即 本此"
8,1490,"Human Rights 第 規定 ： 「成年 男女 ，不受種族、國 籍或宗教的任何限制， 方面，在結婚期間和在解除婚約時，應有平等的權利。 （ 第 ） 只有經男女雙方的自由的和完全的同意，才能締 結婚姻 。 （ 第 ） 」 （二）公民與政治權利國際公約規定男女才能結婚 西元 （"
9,2362,"第 一般性意見 第 指明該公約第 為男與女 。 該委員會西元 New Zealand 就 等人申訴紐西蘭法律 不准同性別之二人結婚，違反公民與政治權利國際公約第 16 項保護家庭與第 權規定之主張，亦認公民與政治權利國際公約第 項明確規範結婚權之問題，而該項為公約唯一使用「男 女"
10,2043,"human being 、「任何人」 （ everyone ） 或「所有人」 （ al persons ） 來規範一項權利之實質性規定，使用「男女」一 詞，而不是公約第三部分其他地方使用的一般用語，一向 一致地被理解為表明締約國依據第 義務，僅限於希望結婚之ㄧ男ㄧ女之結合方承認為"
11,1550,"gender identity ，仍然說明聯合國人權事務委員會認定國 際法並不要求各國ㄧ定須允許同性別之二人結婚。 （ 三）歐洲人權公約規定男女才有婚姻權 歐洲保障人權及基本自由公約 以下簡稱歐洲人權公 約， Fundamental Fredoms ） 第 ： 「 婚姻權 ：達到"
12,1889,"予同性有結婚權利之義務 ，縱連結該公約第 保障私人 與家庭生活及第 禁止差別待遇條款，亦無不同。 （四）美洲人權公約規定男女才能結婚 美洲人權公約 （ American Convention Human Rights ） 第 ： 「已達結婚年齡的男女的結婚和建立 家庭的權利應予承"
13,993,"日本憲法第 ： 「婚姻基於兩性之 合意而成立，以夫婦平等權力為根本 ， … 」 （六）全球目前承認同性婚姻之國家仍屬少數 目前聯合國共有 而承認同性婚姻之國 家僅有 ，依年代先後次序為荷蘭（ ）、比利時 （ 2005 （ 2010 ）、冰島（ ）、阿根廷（ ）、丹麥（ ） （ 2"
14,636,"for the Protection of Human Rights and Fundamental Fredoms 及美洲人權公約等 （ American Convention Human Rights ） 主要之國際人權公約均規定僅有異性得以結婚，兩公約人 權事務委員會 （ "
15,748,"按憲法第 而係保障人民在法律上地位之實質平等，業經本院釋字第 485 號、第 696 號、第 727 號解釋明在案。查「婚姻」 ㄧ詞係大眾約定 成自然形成之用語，具有深植人心之社 會及文化意涵，反映ㄧ個國家之社會及文化價值觀，如同 憲法第 稱之勞資雙方、第 條第 母、夫妻、兄弟姊"
16,703,"差別待遇，其目的係為維繫人倫秩序、健全家庭制度、繁 衍後代、養育子女等社會功能，為社會形成及發展之基礎 （ 本院釋字第 參照 ） ， 目的正當，與所採取之手段具合理關聯，自無違 憲法第 否則憲法及民法等法律與命令上開 具有區隔效果大眾約定俗 自然形成之用語，豈非亦均屬 差別對待而"
