pdf_page,chars,preview
1,939,"局裁判及聲請釋憲客體，詳如附表；下同），因各案件之⾏為⼈ 務法事件（聲請⼈聲請解釋憲法及統⼀解釋之原因案件、確定終 例（下稱道交條例）聲明異議案件、交通裁決事件及違反就業服 理由書 1 規定裁處之。 2⽉5⽇施⾏之⾏政罰法第26條第2項規定，依違反⾏政法上義務 便宜不起訴處分，故"
2,1039,"之爭議，有其共通性，爰併案審理，作成本解釋，理由如下： 起訴處分後，主管機關得否再依違反⾏政法上義務規定處以罰鍰 按上述聲請案均涉及檢察官命被告為應履⾏之負擔⽽作成緩 5 審法第7條第1項第2款規定，應予受理。 法律所表⽰之⾒解發⽣歧異，聲請統⼀解釋，核其聲請均符合⼤ 98年度交"
3,1011,"付，致其財產或⼈⾝⾃由將受拘束，對⼈⺠⽽⾔，均屬對其基本 罰。惟應履⾏之負擔，課予被告配合為⼀定之財產給付或勞務給 其履⾏之事項，性質上究非審判機關依刑事審判程序所科處之刑 會等⽬的，審酌個案情節與公共利益之維護，經被告同意後，命 終結偵查之權限，為發揮個別預防功能、⿎勵被告⾃新"
4,970,"及第4項，有關應履⾏之負擔得扣抵罰鍰之規定，減少⼈⺠財產 ⽤，屬法律有溯及適⽤之特別規定。⼜查⾏政罰法第26條第3項 溯及於修正施⾏前，應受⾏政罰之⾏為⽽尚未裁處者，亦有適 11⽉8⽇修正增訂之⾏政罰法第26條第3項及第4項規定之效⼒， 處罰⽽未經裁處者，亦適⽤之……。」查系爭規"
5,971,"不付審理之裁判確定者，得依違反⾏政法上義務規定裁處之。」 項規定：「前項⾏為如經不起訴處分或為無罪、免訴、不受理、 有關統⼀解釋部分，95年2⽉5⽇施⾏之⾏政罰法第26條第2 21 處分 四、95年2⽉5⽇施⾏之⾏政罰法第26條第2項解釋上包括緩起訴 20 無違。 律解釋⽅法，並"
6,1032,"以罰⾦之情形，故道交條例第35條第8項非前開聲請⼈審理原因 者，應依本條例裁決繳納不⾜最低罰鍰之部分」之經裁判確定處以罰⾦低於本條例第92條第4項所定最低罰鍰基準規定 緩起訴處分⽽命為應履⾏之負擔，並無同條第8項規定：「經裁 分，經查前開聲請案之原因案件，均屬⼈⺠之酒駕⾏為經檢察"
7,815,"羅⼤法官昌發提出之不同意⾒書 陳⼤法官碧⽟提出之部分不同意⾒書 黃⼤法官虹霞提出之部分不同部分協同意⾒書 蔡⼤法官明誠提出之協同意⾒書 黃⼤法官璽君提出之協同意⾒書 意⾒書 理由書附件 詹森林 黃昭元 林俊益 許志雄 張瓊文 黃瑞明 湯德宗 黃虹霞 吳陳鐶 蔡明誠 ⼤法官 蔡烱燉"
8,756,"_OCR （102年4⽉3⽇）及釋憲聲請書（102年4⽉22⽇） 12會台字第11521、11542號林世惟統⼀解釋聲請書 ⽇）_OCR （101年1⽉18⽇）及統⼀解釋聲請書（101年1⽉18 11會台字第10789、10792號林世惟釋憲聲請書 ⽇）_OCR （101年1⽉1"
9,663,"司法院釋字第596號解釋 司法院釋字第574號解釋 相關法令 解釋摘要 臺北⾼等⾏政法院100年度訴字第1749號判決 臺北⾼等⾏政法院100年度訴字第1748號判決 最⾼⾏政法院101年度判字第400號判決 最⾼⾏政法院100年度判字第1968號判決 臺北⾼等⾏政法院100年度"
10,198,"釋字第751號解釋其他公開之卷內文書_OCR 內文書 其他公開之卷 (106.11.16) 刑事訴訟法第253條之2第1項第4款或第5款 95年2⽉5⽇施⾏之⾏政罰法第26條第2項 財政部中華⺠國96年3⽉6⽇台財稅字第09600090440號函 ⾏政罰法第26條第2項、第45條"
