pdf_page,chars,preview
1,572,"憲法解釋聲請書 聲 代 鍾典晏律師 陳伯翰律師 為聲請人受最高行政法院以100年度判字第2020號終局確定判決， 該確定終局裁判適用法律或命令， 牴觸憲法第7 條平等原則、憲法 第 15條財產權、憲法第23條比例原則及法律保留原則、 法律保留 原則及釋字第503號解釋所揭示之一事"
2,681,"起訴」之範圍及於緩起訴處分， 致使人民因同一事實行為遭受 刑罰與行政罰之對待。 原確定裁判適用系爭二函釋， 作成之裁 罰處分已不法侵害聲請人受憲法保障之財產權， 且聲請人已用 盡訴訟程序， 乃向鈞院聲請憲法解釋， 懇請鈞院惠予宣告 系爭二函釋無效， 以資救濟。 贰 、疑義之性質及"
3,741,"(二） 原確定判決之裁判理由率以「 刑事訴訟法第256條規定… 故依上開規定 内 容可知， 不服緩起訴處分， 與不服不起訴 處分之救濟途徑相同， 均得聲請再議…足見刑事訴訟法規 定之緩起訴性質上附條件不起訴處分…至緩起訴處分中由 檢察官所定之支付金額處分， 係由檢察官本諸職權自由"
4,740,"稅捐稽徵機關得否就該違反稅法上義務再處以行政罰疑義 乙案 a 說 明 ： 2 、 案經洽據法務部96年 2 月 16日法律決字 第 0960005671號函意見略以：『 緩起訴者乃附條件的不起 訴處分， 亦即是不起訴的一種， 此觀諸刑事訴訟法第256 條規定自明， 既為不起訴即依"
5,677,"(三）原確定判決暨原確定裁定雖未直接援引法務部前揭函釋， 惟財政部前揭函釋乃係明文援引法務部前揭函釋而作成。 是以， 聲請人併就法務部之函釋提請鈞院宣告違憲失效。 三 、涉及之憲法條文 (一） 中華民國憲法第7 條 ：「 中華民國人民， 無分男女、 宗教、 種 族 、階 級 、 "
6,739,"(一） 按 「 對於人民違反行政法上義務之行為處以裁罰性之行政 處 分 ， 涉及人民權利之限制， 其處罰之構成要件及法律效 果 ， 應由法律定之， 以命令為之者， 應有法律明確授權， 始符合憲法第二十三條法律保留原則之意旨（ 本院釋字第 三九四號、第四〇二號解釋參照） 。」厥經鉤"
7,692,"及 於 「 緩起訴處分」 ， 使已受緩起訴處分之人民， 仍須受到 行政機關後續之裁罰， 卻未見任何法律依據授權系爭二函 釋得針對行政罰法第26條第2 項此項行政罰之構成要件， 作出如此認定， 使稅捐稽徵機關得據以作成裁罰， 堪認已 悖離憲法第23條之法律保留原則。 三 、系爭二函"
8,683,"經審理程序而對行為人課以刑罰強度相同之處罰） 以避 免過去起訴或不起訴制度全有全無之弊， 檢察官自此可 以針對非重罪之案件， 作成緩起訴處分， 以適度減輕訟 源 。 （ 附 件 10 ) 換言之， 此類案件本應進入法院審查程 序並獲得有罪判決， 惟為節省司法資源， 故採權宜之計 "
9,683,"檢察官為緩起訴處分時， 命聲請人於一定時間 内 完成 「 特定指示或負擔」， 或向公益團體支付一定金額、 向 公益團體服義務勞務等相關處遇措施， 實質上與中華民 國刑法第33條第5 款之罰金或同法第41條第1項易服 社會勞動（ 附件12 ) 並無二異， 同樣會對行為人之人身 自由"
10,667,"罰性質 ( 1) 煖起訴處分具有行政罰鍰之性質 臺灣高等法院暨所屬法院9 6 年法律座談會刑事類提 案 第 36號乃在討論「 行為人果因酒醉駕車行為遭緩起 訴處分並附條件為捐款命令， 行政機關是否得對同一行 為逕課予行政罰鍰」之爭議。 該座談會於研討結論認 為 ： 「 行政機關不"
11,732,"鍰 ，皆呈現於財產利益的 剥 奪。 是 以 ， 應認緩起訴處分 與行政罰鍰為相同之處罰種類。 ( 三 ） 緩起 诉 處分 舆 不起訴處分之差異如前所述， 惟系爭二函 释 將 緩起訴處分視為不起訴處分， 其 僅 以 「 此觀諸刑事 诉 訟法第 256條 规 定自明」之法務部函 释 "
12,676,"(2 ) 違反稅損稽徵法第42條 第 1 項所作成之緩起訴處分 舆 所得稅法笫 1 4條 第 1 項行政罰 後 所據法律所 维 護之法 益相當 ①緩起訴處分， 所據法條除前揭刑事訴訟法第253條 之 1， 尚有稅捐稽徵法第42條 第 1項（ 以不正方法短 報扣繳稅捐）（ 附 件 "
13,728,"之標準： …八 、 犯罪行為人違反義務之程度。 九 、 犯罪 所生之危險或損害。十 、 犯罪後之態度。」（ 附 件 16 ) 乃檢察官作成緩起訴處分時， 裁量權行使之依據。 復依 據稅務違章案件裁罰金額或倍數參考表， 違反所得稅法 第 114條者之裁量基準（ 附 件 17 ) ，"
14,710,"合行為罰及漏稅罰之處罰要件時， 除處罰之性質與種類不 同 ， 必須採用不同之處罰方法或手段， 以達行政目的所必要 者 外 ， 不得重複處罰， 乃現代民主法治國家之基本原則。」 業 經 鉤 院 釋 字 第 503號解釋理由書（ 附件18 ) 闡示甚明。 是 以 ， 縱然兩項處罰目的"
15,707,"第 18條及第21條所為例示外， 另設本條規定， 概括保 障人民一切應受保障之自由權利。禁止雙重處罰原則， 既為現代文明法治國家人民應享有之權利， 且不妨害社 會秩序與公共利益，自亦在該條保障之列（ 附件20 ) 。 (2 ) 由是可知， 雙重危害保障原則 （ double je"
16,1246,"75%為其上限。 1 相較於我國動 辄 一倍以上之裁罰範圍， 尚 難逕就該國稅務案件逕作比較， 合先敘明。 美國就人民 其他事件之違法行為所欲加施的民事金錢裁罰亦曾有高 於一倍以上之情事， 惟皆被其聯邦最高法院宣告違悖雙 重危害保障原則而應撤銷。 職 是 ， 本聲請書爰擷取本件 "
17,1266,"裁罰僅是作為彌補聯邦政府的損失及費用， 即構成二 次刑事處罰。 3 ②金錢裁罰與漏未申報之價額相同之案例一 United States v. Hal (730 F Sup. 646 ， 附件 2 ) 本案被告 Hal 因出國攜帶美金額 1 ， 035, 0 元的票 據而故意未申報"
18,699,"3 、 雙重危害保障原則於系爭二函釋之適用 本件因系爭二函釋將緩起訴處分解釋為不起訴處分， 使 北區國稅局後續以聲請人短扣稅款4, 256, 704元為由， 按短扣稅款於限期 内 補繳補報處1 倍罰鍰（ 計至百元） 合 計 4, 256, 700元 ， 聲請人旋及就所漏未扣繳之稅"
19,736,"(二） 人民受緩起訴處分，已就其違法行為受有具有刑罰、 行政罰 等制裁性質之法律效果， 並承擔其違法責任。 行政機關自不 得再就相同原因事實， 另對人民作成裁罰， 使承擔逸脫其違 法貴任之不利法律效果， 過度侵害人民權利， 實已過苛而逾 越比例原則。 (三） 另 於 100年 1"
20,712,"七 、 综 上所結， 緩起訴處分應為刑事裁罰•退萬步言之， 縱然非 屬刑事裁罰， 仍具有行政罰鍰、 舆 行政罰鍰同一種類之行政 罰性質。 然 而 ， 系爭二函 释 竟提制緩起訴處分為行政罰法第 26條 第 2 項之不起訴處分， 而已違反憲法第7 條平等原則、 第 2 3 條 比 "
21,405,"附件15:所得稅法第114條第1項影本乙份。 附件16 :中華民國刑法第57條影本乙份。 附件1 7 : 稅務違章案件裁罰金額或倍數參考表所得稅法第114條 該節影本乙份。 附件1 8 : 鈎院釋字第503號解釋文暨解釋理由書影本乙份。 附件1 9 : 鈎院釋字第271號解釋吳庚"
22,557,"統一解釋法令聲請書 聲 代 鍾典晏律師 陳伯翰律師 為聲請人受最高行政法院以100年度判字第2020號終局確定判決， 該確定終局裁判適用行政罰法第26條 第 2 項所表示之見解， 與臺灣 高等法院98年度交抗字第2209號裁定暨97年度交抗字第607號裁 定等確定終局裁判， 適用"
23,734,"法 第 26條 第 1項 ， 免再受行政罰； 惟本件行政法院原確定判決 逕自擴張解釋行政罰法第26條第2項 「 不起訴」之範圍及於緩 起訴處分，台灣高等法院所持確定終局判決與本件行政法院所 持確定終局裁判， 適用行政罰法第26條第2 項所表示之法律見 解有異， 乃向鈞院聲請統一解"
24,722,"以罰鍰， 合 計 4, 256, 700元 。 聲請人仍表不服， 經提起訴 願及行政訴訟， 均遭 驳 回 。 (二） 本件原確定判決意旨率以聲請人受檢察官緩起訴處分， 北 區國稅局仍得就聲請人之稅捐違章事實處以行政罰， 認為 北區國稅局適用行政罰法第26條第2項 ， 而不適用行政"
25,701,"(六）綜 上 ， 本件最高行政法院之終局確定判決與臺灣高等法院 前揭終局確定裁定， 就依刑事訴訟法第253條之2作成之緩 起訴處分究竟應否適用行政罰法第26條第2項之法律見解 分 歧 ， 聲請人爰聲請鈞院為統一解釋。 二 、涉及之法律或命令條文。 ( 一 ） 刑事訴訟法第253條"
26,826,"參 、聲請解 释 之理由及聲請人對本案所持之立場與見解 一 、緩起訴處分應適用行政罰法第26條 第 1 項 ， 不得復加裁處 行政罰鍰 (一 ）緩起訴處分非行政罰法第26條 第 2 項 「 不起訴處分」 1 、 法律解 释 須以法律文句為其範疇 按法律之解釋在於解釋法律文句之意義"
27,806,"26條 第 2 項之法律漏洞，而應類推適用至任一緩起訴 處 分 ， 惟聲請人難以苟同， 分述如下： ( 1 ) 「 法律漏洞」、 「 類推適用」之前提及限制 ①法律漏洞 立法者根據特定之立法計畫， 制定法律以實現特定 之法律目的， 然所制定之法律構成要件， 依其最廣 文義亦不能涵"
28,700,"「 類推適用」解釋方法之限制。 ④綜上可知， 「 類推適用」法學方法之採用， 乃係以所 欲比照適用之事項， 其與法律已規定之事項， 於性 質上相同為前提。 此 外 ， 於公法事件中， 縱有法律 漏 洞 ， 惟仍應有法律保留原則之適用， 而不得逕採 「 類推適用」此項解釋方法， 合"
29,651,"起訴處分之性質既與行政罰法第26條第2項所列舉 各項構成要件要素之本質上即有不同， 自不能採「 類 推適用」之解釋方法。 ( 3) 基於法律保留原則， 行政罰法第26條 第 2 項仍不得 類推適用至「 緩起 诉 處分」 行政罰法第26條 第 2 項之法律效果， 係允認行政機 關得"
30,727,"弊 ， 檢察官自此可以針對非重罪之案件， 作成緩起訴 處 分 ， 以適度減輕訟源。 （ 附 件 8 ) 換 言 之 ， 此類案件 本應進入法院審 査 程序並獲得有罪判決， 惟為節省司 法 資 诼 ， 故採權宜之計委由檢察官自為司法處分， 而 终 結案 件 - 否 則 ， 將嚴重降"
31,673,"檢察官為緩起訴處分時， 命聲請人於一定時間 内 完成 「 特定指示或負擔」， 或向公益團體支付一定金額、 向 公益團體服義務勞務等相關處遇措施， 實質上 舆 刑法 第 3 條之罰金或同法第4 1 條易服社會勞動 （ 附件 1 0 ) 並 無 二 異 ，同樣會對行為人之人身自由及財"
32,653,"行 政 罰 ， 應適用行政罰法第24條 第 2 項本文前段或但書 9 不得重複裁處 (一 ） 縱然緩起訴處分非刑罰， 亦為行政罰鍰， 依據行政罰法第 24條 第 2 項 本 文 ， 不得重複裁處 1 、 依臺灣高等法院暨所屬法院96年法律座談會刑事類提 案 第 3 6 號處理： "
33,703,"1 、 依行政罰法第24條 第 2 項但書規定： 「 但其處罰種類 相 同 ， 如從一重處罰已足以達成行政目的者， 不得重 複裁處」由是可知， 當從一重處罰種類相同， 且已作 成之處罰已足以達成行政目的， 即不得再為裁處。 2 、 另學者蔡震榮氏亦以緩起訴處分 「 就其性質仍有制"
34,621,"主法治國家之基本原則。」 （ 附件12 ) 。 是 以 ， 縱 然 鈎 院 不採兩者皆屬財產法益 剥 奪之共同性質， 而認緩起訴處分 與行政罰鍰非同一種類行罰， 惟依前揭釋字第503號解釋 意 旨 ， 仍須以原先緩起訴處分未能達成行政目的為前提， 始得再為行政罰鍰之裁處。 (四）"
35,630,"(2 ) 緩起訴處分所據法律與行政罰鍰所據法律所維護之 法益相當 ① 本件緩起訴處分， 所據法條除前揭刑事訴訟法第253 條 之 1 ， 尚有稅捐稽徵法第42條 第 1 項（ 以不正方 法短報扣繳稅捐）（ 附件13 ) ， 探其立法理由及檢察 官作成本件緩起訴處分之行政目的皆在制"
36,703,"重之標準： …八 、 犯罪行為人違反義務之程度•九、 犯罪所生之危險或損害 •十、 犯罪後之態度。」（ 附 件 1 5 ) 乃檢察官作成緩起訴處分時， 裁量權行使之 依據。 復依據稅務違章案件裁罰金額或倍數參考表， 違反所得稅法第 1 4 條者之裁量基準（ 附件 1 6 ) ， "
37,708,"， 不得逾越法定之裁量範圍， 並應符合法規授權之目的。 」 及 「 行政行為應受法律及一般法律原則之拘束。」， 行政 機關行使裁量權時， 其裁量範圍不僅受法律明定之裁量範 圍拘束， 亦受一般法律原則之拘束。 (二） 再 者 ， 依據行政程序法第7條 「 行政行為， 應依下列原則 "
38,655,"成行政罰鍰重復裁處。退萬步言之， 縱得依行琴罰法第26 條 第 2 項 舆 行政罰法第24條 第 1 項為重覆裁處， 惟其裁量 權之行使仍受比例原則之拘束， 應允受緩起 诉 處分之相對人 其所支付之金額或提供之勞務扣抵罰鍰金額或予以酌減。 肆 、關係文件之名稱及件數 附件1 : "
39,86,"附件17:行政罰法第26條影本乙份。 謹狀 司法院 公鑒 聲請人林世惟 代理人蔡朝安律師1 鍾典晏律師 陳伯输律師 中 華 民 國 0 1 年 1 月 1 8 日 18"
