pdf_page,chars,preview
1,666,"釋字第 1 黃瑞明大法官 提出 本號解釋多數意見認為 命 被告 應 履 行 負 擔 之 緩起訴處分確定後， 行政機關 仍得 就同一行為 依違反行政法 上義務規定裁處，故 認為 民國 （下同） 100 行政罰 法第 之規定 ， 以及 財政部 及 法務部 相同意旨之函釋 ， 並未 違"
2,775,"95 訴處分確定」 ， 此 究 為 立法之疏漏或立法之有意排除 ， 依當時 之立法資料未能判斷。但當時因緩起 訴制度施行未久 ，因此 被告 依 緩起訴處分 之條件支付金額或 服勞務 以 取代罰鍰，是 否符合責罰相當之法感情，尚未有豐富之實務案例，故 當時 之行政罰法 就此未 明確"
3,753,"政法部分 裁 處 罰鍰 ，是為本件釋憲聲請案爭議之緣起。 二、本件爭議之本質： 本席認為 所命 被告應履行 之負擔 是否過低，而發生責罰 不相當之疑慮 。 解決之道其實有幾 種方法 ： （ㄧ） 依法實證研究檢討緩起訴之 成效及產生之問題，並作較 精 緻之規定，例如對於單純 觸犯 "
4,717,"並未進一步論述。 本號解釋 多數意見肯認 ， 將 緩起訴處分應履行之負擔定性為 「具有類似處罰之不利益效 果」 。 但本席認為 系爭函一 、 二 及 行政罰之利益，但卻未重視 行政罰法第 「刑事 優先 」 及「 一行為不二罰」 之意旨，並 忽略 對 緩起訴 制度 之 功能 ㄧ併 "
5,764,"訟法第 處分 均以再議作為救 濟 ，僅因二者之救濟方法相同，即認為緩起訴是不起訴的一 種，忽略了二者性質上之根本差異，如此之推論方式實無說 服力，更無法「自明」 。 四、 對 一 違法 行為 評價 ， 難 以 切割 為違反 刑法與行政法 而分 別 評價： 本席認為違反刑法與行政法"
6,639,"損害 」 ，作此考量時，如何能切割 違反行政法 部分 之行為 ？ 五、 緩起訴 處 分 之負擔已產生終局處理案件之實質效果 ， 故 應認具有處 罰性質： 本號解釋理由指出緩起訴制度之目的 係「 基於填補被害 人之損害、 發揮個別預防功能、 鼓勵被告自新及復歸 社會等 目的而設」 "
7,709,"之，而排除向公益團體或地方自治團體支付，該支付 之處罰性質更加明顯，甚至已趨近「刑罰」 。 （四） 至於 檢察官執行處 罰 是否會 有 違反法律保留 原 則 或 檢 察官擴權之疑慮，因係 在被告同意 免除 進行 刑事審判 程序 之 條件 下履行負擔，且告訴人亦得以再議及交付 審判"
8,757,"更可避免 被告 因同意履行緩起訴 之 負擔， 而 於未來 進行之行 政救濟程序，被視為被告已經「認罪」 而 成為 對被告不利 之 證據 。 七、 如何解決 緩起訴所定 之 負擔可能評價不足之問題？ 本號解釋 認同系爭規定ㄧ 而 認為 「 立法者考量應履行 之 負擔 ， 其 目的及"
9,688,"現行法對於檢察官與行政機關案件之聯繫 行政罰法第 一行為同時觸犯刑事法律及 違反行政法上義務規定者，應將涉及刑事部分移送該管司法 機關。 」 第 並規定： 「 前二項 移送案件及業務聯繫之辦法 由行政院會同司法院定之。」 目前 「行政機關與司法機關辦 理行政罰及刑事罰競合案件業務"
10,796,"受行政罰之處罰而未經裁處」 即 係屬對人民不利之 溯及 規定 。 雖然 增加 得 「 扣抵 」 之規定 有利 於 人民 ， 但卻是在 「得併罰」 之大不利益前提下之小利益，實質上對人民 不利。 解釋理由 稱 部 分地 區 法 院 適用 特 定 法 規 所 表 示 之 見 解 ， "
11,166,"法律 效果 增列為 緩起訴處分書之 附 記事項。 另為避免被告同 意 履 行 緩起訴之負擔 ， 於後續行政救濟程序中 成為對被告不 利之證據， 亦 應參考刑事訴訟法第 政 救 濟 之 相 關 法 律 明確規定 ，被告同意履行緩起訴之負擔， 不得 於行政 救 濟 程序中 採為對被告"
