pdf_page,chars,preview
1,955,"釋字第 蔡明誠大法官 提出 本件解釋認 行政罰法 第 規定 命應 履行負擔 之 緩起訴處分 確定 後，得再處罰鍰，不構成違憲。又 同 法 第 45 得扣抵負擔之規定適用於 前 尚未裁處 之 事 件，未牴觸法律不溯及既往原則 及信賴保護 原則。 以上 見解，可 資 贊同。惟緩起訴處"
2,1034,"事不再理」 ，質言之，所謂「理」 ，包括起訴、審理或處罰， 因此「一事不再理」算是比較中性，如欲強調處罰之意涵， 或可稱之為「一事不二罰」 。 以上 不同稱呼，是否具有 完全 相同意 義 ， 仍 有推敲之餘 地。 惟 我國憲法 就 一事不二罰 原則 ， 未 如美國憲法增修條文 第"
3,960,"指 就同一行為事實 (Tat) ，禁止多重 ( 多次 ) 處罰 ( 刑罰 ) ， 德國基 本法第 之意旨 ，可追溯 自 羅馬法 ， 首次由 法國 原則在基本法明定之前 ， 顯 已 持 續適用 ， 在 1877 刑事訴訟法視為當然之原則。第二次大戰後，德國基本法第 103 原則。 "
4,1256,"段 ) 。 至 刑事救濟 (Strafbefehle) ， 原則上發生刑事訴訟用盡之 效果。 另在歐盟基本權憲章 (GR - Charta) 第 ， 同樣有 二 罰禁 止規定 。 反 而 ， 歐盟人權公約起初並未明確規定 ， 有時依該 公約第 1988 歐盟人權公約第 Siebe"
5,1065,"美國文獻上 ， 有使 用拉丁文 ”ne bis in idem” 推論此原則 ， 美國憲法 則 將 「禁止雙重危險」 (double jeopardy) 規定於 憲法 增修條文第 Benton v. Maryland 案以正 當程序適用到各州 ( 增修條文第 ) 。 是從保障人權"
6,986,"一行為不二罰之原則」 ，上開二號解釋 均 釋示 不得重複處罰 乃法治國基本原則 ， 惟 所 涉及 者係屬 同一處罰種類，即使是 行為罰及漏稅罰 ，性質上 同 屬 於 行政罰 。 而 本件 則 係 可能 涉 及二個不同處罰種類 ( 亦即刑罰與行政罰 ) 。 究竟我國是否宜將「一事不"
7,690,"性質之處罰 ( 刑罰與行政罰 ) 之爭議， 因 我國刑法及行政罰法 有些規定 ，係參酌 外國立法例 ( 特別是參考德國法 制定 或修 正 ，故借用比較法，解釋 一事不二罰 原則是否作為我國憲法 原則，自 有其意義。 因此 ， 本件 解釋 宜與「 一事不二罰 」 原 則 一併作為本"
8,889,"規定裁處之。 本件解釋 應履行事項之負 擔，是否屬於 一事不二罰 所謂 之 處罰， 頗值得推敲 。 於 本件 解釋 ， 僅 簡要指明不 涉及 一行為 二 罰 之問題 ， 逕 認其不過度 而符合比例原則。 上開論述 實 係 以 憲法第 5 產權 之 基本權限制之限制 ( Grund"
9,856,"裁量。 由此可見， 隨社會變遷及新型態不法行 之 持 續 發 生， 前述見解之探討， 有 利實務上運用 ，並 避免 發生 規範失 調之現象 。 就 本件 聲請解釋案而言 ， 因涉及刑罰與行政罰 ( 特 別是如德國違反秩序法所科以金錢負擔之秩序罰 ) ， 有關前述 此種行政罰，如比"
10,1058,"併合罪之行為相比較，兩者有所不同。 處理 一事不二罰 之所 謂 同一行為事實， 係 依 德國刑事訴 訟法 ( Strafprozeßordnung; StPO) 第 有關判 決 標 的 之規定 ， 判 決之 事實 發現 ， 以起訴書內 所 指 之行為事實 ， 並經 審理結果所顯示"
11,1161,"向 採 取 量之區 別 ， 並 基於實質正義 ， 在個案爭議中 ， 衡 量 其 有無過度， 運用 比例原則 ( 過度禁止 ) 予以衡量 。 追溯到民國 ， 行政院提出行政罰法草案函請立法 院審查，其中行政罰法第 秩 序 法第 規定 ，採取刑法優先原則 ，因行政罰以補充 有認為 於"
12,878,"性為原則 ， 其立法理由認 「 依刑事法律處罰 ， 即足資警惕時 ， 實無一事二罰再處行政罰之必要」 。 此明示刑罰與行政罰同 時處罰，則可能有違反「 一事不二罰 」原則。惟 有其他種類 行政罰 ( 例如沒入 ) ，則可能例外得以併罰。 再者， 從 行政罰 法第 觀察，其 將緩起"
13,931,"安處分 ， 亦同」 ， 解釋上 可能將非拘束人身自由之保安處分 ， 認為 可不受罪刑法定原則之限制， 因此 學說上 有 認此增訂係 屬多餘 。 以上說法雖非針對緩起 訴而言 ， 然可見 在刑法所稱 行為之處罰 ， 並不以刑罰為限 。 另參考德國刑法第 56 關負擔 (Auflag"
14,716,"務上 對此等問題解決 、 論理深化 及 我國 一事不二罰成為 憲法 原則建構， 有所 啟發 及助益 。 三、法院間見解歧異是否構成信賴保護原則之信賴基礎要件 本件解釋 部分聲請案件，係屬法院聲請釋憲 ，並 主張若 干地方法院關於緩起訴處分附帶履行負擔後不得再處罰鍰 已形成該院轄區"
15,507,"政法規之修正或廢止所引發之信賴保護問題，與本件釋憲聲 請之情形仍有不同，因本件係就系爭規定一及二修正前，法 院間對於緩起訴處分並命應履行之負擔是否具刑罰 見解歧異。其係屬法院裁判對於特定法規之定性，亦即僅屬 各法 院 於個案裁判時，就緩起 訴處分並命應履行負擔之法律 見解有所歧異"
