pdf_page,chars,preview
1,639,"釋字第六九四號解釋協同意見書 吳中宗族甚眾，於吾固有親疏，然以吾祖宗視之，則均是子 孫，固無親疏也。苟祖宗之意無親疏，則飢寒者吾安得不恤 也。自祖宗來積德百餘年，而始發於吾，得至大官，若享富 1 貴而不恤宗族，異日何以見祖宗於地下，今何顏以入家廟 乎？ 宋‧范仲淹‧戒諸子及弟侄 "
2,726,"五號、第五一四號解釋）等，受到違憲的侵犯。 故租稅法律未能符合上述兩個檢驗基準時，首當其衝 者，必然是憲法所保障之財產權。依據法治國家的「租稅正 義」，立法者課予人民的租稅義務，必須公平（本院釋字第 五六五號解釋理由書有云：「依租稅平等原則，納稅義務人 固應按其實質稅負能力，負擔"
3,848,"一、 減除額的性質—仍屬租稅優惠的定性 系爭規定的減除額的定性可否屬於租稅優惠 ， 從而涉及 到立法者享有較大的裁量範圍。按所謂的租稅優惠，乃納稅 1 。相形 之下，對於租稅優惠之立法目的，立法者恆擁有較大之立法 2 。 至於不採租稅優惠之定性，而採取 「保障最低生活」 之 定性"
4,756,"因」作用，也因此將其具有「優惠性質」畫龍點睛的說明出 來。 但同樣支持 「最低生存標準說」 也見諸上述的 「進而影 響滿二十歲而未滿六十歲無謀生能力者生存或生活上之維 4 。 和本號解釋標的 （系爭規定） 完全一致的本院解釋前例 乃為釋字第四一五號解釋。該號解釋對於減除額的性質，"
5,751,"稅優惠之定性，本號解釋如有異於本院釋字第四一五號解釋 時 ， 必須詳為敘述 ； 如未特別說明之 ， 即屬於默視同意前例。 同樣的，在本院不久前作出之釋字第六九二號解釋，雖 然系爭標的不完全一致—該號解釋對象為本號解釋系 爭規定的同條第二目，但探究的法規性質相當接近：都是涉 5 及"
6,931,"可以被政府奪取泰半，易言之，可以防止立法者制訂出淘空 人民財產權內容的所謂「勒緊式稅捐」 5 。本案涉及「家庭」的制度性 保障，亦是一例。 立法者擁有之租稅形成權，在大方向上，必須要滿足國 家的重大價值判斷，例如基本國策；至於在內容上，主要是 6 。 特別是在涉及到憲法委託的領域"
7,804,"違憲。 b. 減免額的目的 ： 例如為了就學之目的 （所得稅法第十 七條第一項第二款）；扶養親屬（系爭規定）等。 c. 減免額的額度 ： 包括標準扣除額或是列舉扣除額 。 例 如一般標準扣除額每位納稅義務人每年扣除七萬三 7 。 然而，立法者的上述「判斷及預測優先權」 （Eins"
8,898,"8 透過釋憲方式，予以挽救 。 租稅形成權自以一定之目的為導向 。 立法者的租稅目的 得以平等權來予以審查。按現代所謂的「租稅國家」理念 9 ，可以善用租稅優惠的立法，以達成多重 的國家任務。大法官釋憲也承認了這些租稅優惠的立法目 （Ste u erstat） 的，例如為了簡化稽"
9,954,"言，乃是一個古典人權，具有典型的防禦權特徵，便是以防 範來自於國家違憲與非法公權力—稅捐、徵收與沒收公權 10 ，以及其他由法律所課予之金錢給付義務（本院釋字 第五九三號解釋）。憲法第十九條規定，人民有依法律納稅 之義務，一方面課予金錢給付之義務，另外也履行財產權保 力—的侵犯。"
10,676,"必須對於系爭規定之性質、其所追求之公共利益等予以探 究，方得知是否造成違憲之後果。 （二）平等權的適用 10 1.如何為「公平」的檢驗？ 本號解釋援引平等原則之理由為 ： 影響納稅人扶養弱勢 家屬之意願，進而影響其生存及生活之權利。易言之，乃保 障納稅義務人有「平等扶養」其他弱勢"
