pdf_page,chars,preview
1,850,"釋憲聲請書 壹 、 程序部分 憲法為國家最高規範， 法律牴觸憲法者無效， 法律與憲法有無牴 觸發生疑義而須予以解釋時， 由司法院大法官掌理。 又法官依據法律 獨立審判， 對依法公布施行之法律， 不得認定為違憲而逕行拒絕適用。 惟憲法之效力既高於法律， 法官有優先遵守之義務， 於審"
2,1341,"行 為 ， 設定完全相同之刑罰規定， 違背罪刑相當原則， 而與憲法第23 條比例原則之意旨不符。 三 、 我國刑法處罰通姦、 相姦行為之規定， 僅針對「 異性婚」設有處罰， 與蕙法第7 條保障平等權之意旨不符。 茲就以上各點， 分述理由如下： 一 、 國家以刑法第239條限制人民"
3,1449,"用較為嚴格之中度審查標準。 則本案涉及以「 性傾向 j (異性婚） 憲法婚姻自由、 平等權， 並定期要求立法者完成同性婚姻制度 之立法後， 我國之婚姻制度將同時存在「 異性婚」 與 「 同性婚」 之事實， 要屬無疑。 而刑法第239條規定： 「 有配偶而與人通姦 者 ， 處 1 "
4,933,"替代手段檢驗 （ 'les restrictive alternative ” test ) 。 然實際上，中 可以包含「 （ 一般強度的）限制較少之替代手段檢驗 」 （a regular 'les restrictive alternative ” test ) 。亦 即 ， "
5,1123,"刑法第239條規定： 「 有配偶而與人通姦者， 處一年以 下有期徒刑。 其相姦者亦同。」此為我國處罰 婚姻關係存續 中之一方與配偶以外之人合意為姦淫 12行為之實體規定。 依 照最高法院62年台上字第2090號判例， 所 謂 「 姦淫」係以 兩性生殖器官已否接合 為 準 ； 而所"
6,1231,"婚姻與家庭制度之維護， 實無具體助益可言2 G 。 從 而 ， 刑法 訴 時 ， 效力及於通姦人。 試 想 ， 在配偶一方被訴通姦係以他 方提出刑事告訴為前提之情況下， 提告一方並無將通蟲一方 遭追訴之結果， 以通矣行為屬於非告訴乃論之罪為由而卸責 於檢察官之可能。 最 終 ， "
7,1428,"4 . 易科罰金減損共有財產 縱使絕大部分之通 （ 相）矣行為人均可易科罰金， 而在 同居共財之配偶關係下， 除非雙方離婚， 否則易科罰金無異 於對配偶之共同財產及家庭總財產造成減損， 難認對婚姻與 家庭之維繫有何益處。 若雙方已決意離婚， 更難推想處罰通 姦行為人對於婚姻及家庭"
8,1469,"即便不以通 （ 相 ）姦罪處罰通 （ 相 ）姦行為人， 亦不代 表 通 （ 相 ）矣行為人無須承擔任何法律責任。 非通矣一方之 配 偶 ， 仍可透過提起離婚訴訟或請求損害賠償之方式25， 使 通 （ 相 ） 姦行為人負起法律責任26。 因此， 廢除刑法第239條 規 定 ， 並不"
9,804,"亦可易科罰金， 是實際結果而言並無顯著差異。 是民事求償 應屬相同有效下， 對基本權侵害較小之手段， 故 通 （ 相 ）姦 罪之處罰亦不符必要性原則。 (六） 刑法第239條對性自主權造成之限制與所能達成維繫婚姻、家 庭制度之成效間不符比例 綜上所述， 以刑法處罰通姦行為， 在刑"
10,991,"刑法將「 刑 」分為「 主刑」 及 「 從刑」， 主刑種類有「 死 刑」、「 無期徒刑」、「 有期徒刑」、「 拘役」、「 罰金」。 立法者可依犯罪侵害法益之種類、 程 度 ， 按罪刑相當原則選 擇適合之法定刑處罰。 2•通 （ 相 ）姦罪法定刑違反罪刑相當原則 刑法第239條針對"
11,1188,"釋 ， 既係以保障婚姻制度而設之夫妻忠誠義務為基礎， 處罰對 象自應以違反該忠誠義務者為限， 或至少應就行為人是否違反 其與配偶間之忠誠義務而異其處罰之輕重35。 因此 ， 對於未婚之成年人， 在雙方同意的前提下， 與已婚 之成年人發生相姦行為之情形下， 行為人既未違反因婚姻關係"
12,1074,"(二） 釋字第748號解釋後之婚姻制度 鈞院釋字748號解釋揭示： 「 民法第4 編親屬第2 章婚姻 規 定 ， 未使相同性別二人， 得為經營共同生活之目的， 成立具 有親密性及排他性之永久結合關係， 於此範圍 内 ， 與憲法第22 條保障人民婚姻自由及第7 條保障人民平等權之意"
13,1196,"刑法第239條規定僅適用於「 異性婚」 作為該規定違反憲法第7 條保 障平等權意旨之部分理由， 然其真意係在凸顯鈞院釋字第748號解釋 因應世代變遷而將婚姻制度理解為包含「 同性婚」 、 「 異性婚」 在 内 後， 對於鈞院釋字第554號解釋所闡述保障「 異性婚」下婚姻、 家庭制"
14,68,"此 致 司 法 院 聲 請 人 ： 臺灣高雄地方法院法官何一宏 (刑事第十三庭寅股） 中 華 民 國 一 ◦ 七 年三月三十一曰 14"
