pdf_page,chars,preview
1,923,"以前開臺灣⾼等法院⾼雄分院刑事判決為確定終局判決。聲請⼈ 字第350號刑事判決，以上訴無理由駁回確定。是本件聲請，應 處罪刑。聲請⼈三上訴後經臺灣⾼等法院⾼雄分院107年度上易 提起公訴，臺灣⾼雄地⽅法院106年度易字第678號刑事判決判 聲請⼈林建宏（下稱聲請⼈三）因涉犯通姦罪"
2,906,"院聲請解釋憲法暨變更系爭解釋。 前開確定終局判決所適⽤之系爭規定⼀有牴觸憲法之疑義，向本 以前開臺灣⾼等法院⾼雄分院判決為確定終局判決。聲請⼈六認 上訴違背法律上程式，⽽以上訴不合法駁回確定。是本件聲請應 ⼈六上訴後，經最⾼法院108年度台上字第2772號刑事判決，認 上易字第4"
3,970,"其理由略以：（1）系爭解釋作成當時（91年）對於婚姻與家庭 1、聲請⼈⽅主張系爭規定⼀違憲，且系爭解釋應予變更。 16 ⼀、系爭規定⼀及系爭解釋部分 15 詞辯論），要旨如下： 請⼈四⾄九因係於公告⾔詞辯論期⽇後始聲請解釋，故未參與⾔ 表及代理⼈，於109年3⽉31⽇上午於憲法庭"
4,993,"⼆之立法⽬的係為使夫妻可以早⽇脫離訴訟關係，促使婚姻關係 1、聲請⼈⼆主張系爭規定⼆違憲，其理由略以：系爭規定 19 ⼆、系爭規定⼆部分 18 情事等語。 刑罰。（4）系爭規定⼀為性別中立之立法，並無違反憲法第7條 相姦⾏為，且弱勢配偶恐難獲得損害賠償，故⺠事⼿段無法取代 害賠償"
5,977,"徒刑。其相姦者亦同。」禁⽌有配偶者與第三⼈間發⽣性⾏為， 系爭規定⼀明定：「有配偶⽽與⼈通姦者，處1年以下有期 26 ⼆、據以審查之憲法權利及其審查基準 25 障之新觀念再⾏審查之必要。 ⼀是否仍合乎憲法比例原則之要求，更有本於憲法相關基本權保 並未逾越立法形成⾃由之空間」⼄節，"
6,992,"制度之社會功能已逐漸相對化，且憲法保障⼈⺠享有不受國家恣 固具有各種社會功能，⽽為憲法所肯認與維護，惟如前述，婚姻 私⼈間權利義務爭議之⾏為亦⼀概納入刑罰制裁範圍。婚姻制度 益、具有反社會性之⾏為限，⽽不應將損及個⼈感情且主要係 謙抑性原則，國家以刑罰制裁之違法⾏為，原則上應以侵"
7,973,"則須與立法⽬的間具有實質關聯，始與平等權保障無違。 就必要共犯撤回告訴之效⼒形成差別待遇者，因攸關刑罰制裁， 照）。⼜法律為貫徹立法⽬的，⽽設刑事追訴審判之規定時，如 定（本院釋字第682號、第722號、第745號及第750號等解釋參 採取之分類與規範⽬的之達成間，是否存有⼀定程"
8,951,"歧視，以促進兩性地位實質平等之義務（憲法增修條文第10條第 ⼜兩性地位之實質平等，受憲法之保障，國家負有消除性別 43 參、系爭規定⼀及⼆之實際適⽤結果有性別失衡之現象 42 解釋公布之⽇起失其效⼒。 因系爭規定⼀業經本解釋宣告違憲失效⽽失所依附，故亦應⾃本 綜上，系爭規定⼆與憲"
9,698,"吳⼤法官陳鐶提出之不同意⾒書 謝⼤法官銘洋提出之協同意⾒書.pdf 黃⼤法官昭元提出之協同意⾒書.pdf 書.pdf 黃⼤法官瑞明提出、 詹⼤法官森林加入之協同意⾒ 許⼤法官志雄提出之協同意⾒書.pdf 蔡⼤法官烱燉提出之協同意⾒書.pdf 許⼤法官宗⼒提出之協同意⾒書.pdf "
10,719,"19、林庭安（109年度憲⼆字第91號）聲請書_OCR 18、林志宏（109年度憲⼆字第83號）聲請書_OCR 17、林建宏（107年度憲⼆字第336號）聲請書_OCR 度憲三字第11號）聲請書_OCR 16、臺灣彰化地⽅法院刑事第五庭申股法官（109年度憲三字第29號）聲請書_"
11,531,"2.105年9⽉23⽇與本院統計處之往來函文 內文書 其他公開之卷 刑事訴訟法第239條(109.01.15) 刑法第239條(109.01.15) 司法院釋字第750號解釋 司法院釋字第748號解釋 司法院釋字第745號解釋 司法院釋字第722號解釋 司法院釋字第682號解釋 "
12,404,"釋字第791號解釋其他公開之卷內文書_OCR 23.109年4⽉7⽇與內政部往來之函文 22.⾔詞辯論筆錄 21.法庭之友紀惠容之意⾒ 20.關係機關法務部之意⾒（pt2） 19.關係機關法務部之意⾒（pt1) 18.關係機關法務部之意⾒ 17.鑑定⼈李念祖教授之鑑定意⾒發⾔要點"
