pdf_page,chars,preview
1,953,"釋字第788號解釋部分不同意見書 黃虹霞大法官提出 無禁用、 限用權責之資源回收管理基金管理會可以「 寓 禁於徵」嗎？ 環保人有責丨當環保規定涉及違憲爭議， 大法官如何 得其平， 應該刻意降低審查標準嗎？人民的脫法行為難容於 社 會 ； 無禁用、 限用權責之資源回收管理基金管理會"
2,947,"以成本基準訂定即依成本收取之法律原則規定。 回收清除處 理費之費率亦應然， 即至少應符按成本課徵原則， 始符法律 保留原則。 5 (三） 系爭回收清除處理費之課徵固有廢棄物清理法第 15條之回收、 清除、 處理責任為前提， 及第16條 第 1項規 定責任業者應負繳納責任之依據； "
3,908,"收清除處理專用， 與稅捐之為一般財政用途者不同， 故非稅 捐 ， 但既然專款專用於回收清除處理， 則所加重課徵部分已 然超出回收清除處理成本範疇， 6邏輯上自不可能再符合所稱 專用之目的， 如何仍得加重課徵之， 而能謂並未超越廢棄物 清理法第15條 第 1 項之立法目的？多數意見"
4,996,"率引導使用替代材質」 ; 2、 但其代表出席公開說明會之首席代表（ 行政院環保署 顏旭明參事兼資源回收基金管理會執行秘書）則於公開說明 會中稱「 回收基金之目的在回收處理廢棄物， 『 寓禁於徵』才 是目的， 我們不是要擴大基金的規模」 ， 即已自承加重費率之 目的在「 寓禁於徵」"
5,872,"附件： 1 、 成立資源回收管理基金係廢棄物清理法第16條 第 1 項所明定， 回收清除處理費之收取含其費率之訂定等為基金 運作下之產物。 而該資源回收管理基金之主事者即資源回收 管理基金管理會自承： 「 禁限用並非本會權責」 。 1 0 2 、 我國迄未禁限用 P V C 材 "
6,854,"由 ， 廢棄物清理法中未許主管機關得禁限用 P V C ， 而資源回 收管理基金管理會竟為達禁限用 P V C 之目的， 而 「 寓禁於 徵 」， 逸 脫 P V C 回收清除處理成本（ 每公斤18 . 5元） ， 調升 至每公斤87元 ， 甚至對 PV C 瓶身及瓶蓋亦含 PV"
7,933,"知 ： 依立法原意， 如聲請人者應只是販賣業者而已。 3 、 再由77年修正廢棄物清理法第10條 之 1 (即現行之 第 15條）之修正條文對照表立法說明15亦可知： 廢棄物清理 法第15條之前身即77年時第10條之1所稱商品或其包裝、 容器之製造、 輸入者分別對應為商品（ 如水"
8,593,"材質者之回收清除處理費率部分： 1、 如前所述， 如聲請人者是否得被納入為應繳費責任業 者已非無疑； 2、 退而言之， 縱中央主管機關得權宜就數責任業者中為 選 擇 ， 但既係權宜選擇， 且已因其選擇而致其中部分業者受 財產上不利益， 而有差別待遇之情形， 則關於因此而生相關 業"
9,444,"I 費率公式 - 回收清除處理費率= [回收清除處理成本+ 稽徵(核)成本 - 資 源 化收盈 - 信 託 基金餘 础 修正數] 營業] 回收清除處理成本 = 已回收已清理成本+ (未回收已清理成本， 即垃圾費） + (未回收待清理成本， 含環境影響成本） (已回收已清理成本）="
10,0,""
11,313,"肆 、 PVC 容器徵收費率調整方案 ♦ 以 PET 容器替代作為費率調整計算基準 ♦ 使 用 PET 容器替代成本增加 45.5 元/公斤 • 更換 PET 容器所衍生其他成本 ( 如設備轉換、 標籤印製等 ） ， 約較使用 PVC 容器增加 5 〇 % ( 45.5 *0 ."
12,790,"附件3 本署回應說明 桉依廢棄物清理法第丨6條第5項規定即明確授權， 將 「 第1項之 9 . 96年4月14日 環 署 基 字 第0960027780號公告 费 率 * 由中央主管機關所設之資源回收費率審議委員會依材 之 「 容器回收清除處 質 '容積、 重量 '對環境之影響、"
13,616,"附件4 「 P V C 容器回收清除處理費率修正草案」 業者協商會議紀錄 時間:_107年1月19日（ 星期五 ） 上午10時0全 _ 地點： 本署回收基管會第2 會議室 主席： 許副執行秘書明華 記 錄 ： 鄭安, 出 （ 列 ） 席單位及人員： 詳會議簽名單 五 主席致詞： "
14,751,"1.要執行 T 個政策前， 請環保署先做好完善配套機制， 對於產 業生存造成影響， 應制訂完整賠償機制。 2 • 台灣目前對外關貿協定簽訂未完備， 外銷產品關稅重， 沒有 競爭力， 廠商經營困難， 内 銷又要加重回收處理費， 經營更 是雪上加霜， 建議此項政策應暫緩， 等台灣簽訂"
15,611,"3.建議應提供宣導期， 辅 導期讓業者順利轉_ 頭課費， 應可較便利及完整收取費用。 ' (六 ） 台灣區塑膠原料工業同業公會 1 • 目前 PVC 原料約910元美金， 換成台幣不到3 〇 _ | 在要回收87元 ， 多了 2倍以上， P V C 用在容器 有些東西是必須要用，"
16,487,"針對廢 PVC 容器回收清除處理補貼費率修正， 廢 PVC 容 器回收清除處理補貼費率仍維持目前每公斤4 . 5元 ， 所以 不會有走私 PVC 容器來領補貼問題。 (五） 目前國 内 回收以 PET , 寶特瓶為最大宗、 PVC 材質容器最 少 ， 故 PVC 常於分 巔 末端"
17,456,"ps - l ¥ 5 表 一 ： 瓶 蓋 大 小 、內 墊 （ 含 PVC ) 不 同之容器， 如同樣容量、同 樣 重 量 ， 每瓶應繳之回收費相同 — PVC 污染大小不同， 回收費相同 。 材質 g ) / 公 斤 ） 標籤 C 381 . 8 . 4 . 8 . 54 玻璃"
