pdf_page,chars,preview
1,983,"關具體決定，尚未違反法律保留原則及授權明確性原則。 費之費率，未以法律明文規定，⽽以同條第5項授權中央主管機 同法第16條第1項中段有關責任業者所應繳納回收清除處理 3 留原則及平等保障之意旨均尚無違背。 裝、容器，及應負回收、清除、處理責任之業者範圍，與法律保 之業者範圍」，有"
2,1077,"⽤PVC材質）之回收清除處理費，乃以102年10⽉30⽇環署基字 發現其未依廢棄物清理法第16條規定申報繳納玻璃容器（附件使 核聲請⼈⼆98年1⽉⾄101年12⽉期間之營業量相關帳籍憑證， 造業者，經環保署委託會計師於102年3⽉1⽇及同年5⽉10⽇查 聲請⼈富鴻慶國際有限公司（"
3,1031,"性質，係國家為⼀定政策⽬標所需，對於有特定關係之⼈⺠所課 資源回收再利⽤，以保護環境及⽣態。此項回收清除處理費依其 棄物，課徵⾦錢上負擔，建立特別之回收清除處理體系，並促進 （同法第17條參照）。其⽬的係經由針對上述特定性質之⼀般廢 成立資源回收管理基⾦，專供回收清除處理等相關事"
4,1000,"關系爭規定⼀之責任業者範圍外，另就容器定義規定：「容器包 收、清除、處理責任之業者範圍」，除延續上開92年公告所列有 造、輸入業者負責回收、清除、處理之物品或其容器，及應負回 環保署92年6⽉13⽇環署廢字第0920042910號公告「應由製 系爭公告⼀係中央主管機關依系爭規定⼀"
5,1049,"收清除處理費之費率，未以法律明文規定，⽽授權中央主管機關 三、系爭規定⼆中段、系爭規定三前段關於責任業者所應繳納回 13 成間具有合理關聯，⽽與憲法平等保障之意旨尚無違背。 者，⽽非容器製造或輸入業者，並非出於恣意，與立法⽬的之達 就繳納回收清除處理費之責任主體，選定容器商品製造"
6,978,"低等事項，原則上應享有⼀定之形成空間，本院爰為寬鬆審查。 及⾼度專業性及技術性，有關機關就其費率之計算標準及額度⾼ ⽬的所開徵，須⽤於特定⽤途（廢棄物清理法第17條參照），涉 及第779號解釋參照）。按回收清除處理費係為特定之環保政策 ⼀定程度之關聯性⽽定（本院釋字第694號、第"
7,1020,"（前揭環保署復本院函之附表說明第5點及第8點參照）。由於本 費率計算與課徵實務之複雜性，且恐耗費不成比例之⾏政成本 廢棄，且如將容器瓶⾝與附件分開或區分材質分別計費，將增加 準。按中央主管機關如此計算，係考量容器瓶⾝與附件通常併同 費之徵收，向均以重量，⽽非件數或特定材質之含量，"
8,1038,"重費率100%部分，尚不牴觸憲法第23條比例原則。 公告四之公告事項三就容器瓶⾝以外之附件使⽤PVC材質者，加 述⽬的之達成間，顯具合理關聯。是系爭公告⼆附表註2及系爭 段，有助於促使責任業者減少使⽤PVC材質。上述加重⼿段與上 100%，均屬中央主管機關為達引導管制⽬的所得採取"
9,637,"中華⺠國憲法第7、15、23條(36.01.01) (106.06.14) 項、第17條及第18條第1項、第5項、第6項 相關法令 解釋摘要 院103年度訴字第920號判決 富鴻慶國際有限公司⾼院確定判決 - 臺北⾼等⾏政法 度判字第68號判決 保⼒達股份有限公司確定判決 - 最"
10,382,"內文書 其他公開之卷 77年10⽉22⽇修正公布廢棄物清理法第10條之1 101年5⽉21⽇環署基字第1010042211號公告 99年12⽉27⽇環署廢字第0990116018號公告 96年6⽉20⽇環署基字第0960044760號公告 93年12⽉31⽇環署廢字第093009"
