pdf_page,chars,preview
1,550,"釋字第七０一號解釋【長期照護醫藥費列舉扣除額差別待遇 案】協同意見書 大法官 羅昌發 中華民國九十四年十二月二十八日修正公布之所得稅 法第十七條第一項第二款第二目之 3 前段規定：「按前三條 規定計得之個人綜合所得總額，減除下列免稅額及扣除額後 之餘額，為個人綜合所得淨額：……二"
2,700,"壹、所得稅法第十七條有關醫藥費列舉除額規定，除本號解 釋所處理者以外之其他層面的憲法問題 一、系爭規定下，納稅義務人為自己、配偶或受扶養親屬所 支出之醫藥費，限於付與公立醫院、公務人員保險特約 醫院、勞工保險特約醫療院、所（或現行法之全民健康 保險特約醫療院、所） ，或經財政部認"
3,650,"項支出」 、 「因牙病必須做鑲牙、假牙製作或齒列 矯正的醫療費及器材費」 以及 「給付公立、全民健 康保險特約之設置救護車機構 ， 因救護車執行勤務 依緊急醫療救護法規定收取之費用」等均非嚴格意 義的「醫」或「藥」之費用，但均列在可扣抵的醫 藥費範圍內） 。並且依該手冊， 「醫藥"
4,645,"3. 由於主管機關在實務上對醫藥費的界定仍過於狹 隘 ， 對納稅義務人而言 ， 將產生差別待遇或歧視的 結果（亦即有些維持病患生命或健康所必要使用之 耗材支出 ， 可以納入列舉扣除額 ； 有些類似性質維 持病患生命或健康所必要的支出 ， 則不被納入列舉 扣除額） ；而有侵害納稅義"
5,648,"出的養護費及居家護理機構費用等支出性質無明 顯差別之「居家照護」支出 ， 納入列舉扣除之範圍 ， 對納稅義務人而言 ， 將產生差別待遇或歧視的結果 （亦即有些維持病患生命或健康所必要而在醫院 支出之醫藥費 、 在公立養護機構支出的養護費 、 公 立單位或與全民健康保險具有特約關係"
6,661,"公私立大學附設醫院」 所支出的醫藥費 ， 可以納入 列舉扣除額；然在非 「所列醫療院所」 、非 「公立 養護機構」 、非 「公立或與全民健康保險具有特約 關係之護理之家機構及居家護理機構」等所支出之 醫藥費，則不被納入列舉扣除額；造成同屬醫藥 費，祇因單據來源不同，而有扣除與否的"
7,1040,"experimentation ）。受益權則包括不受歧視地享受健 康保護體制，以達成最高健康標準之權利（ righto a system of health protecti on that provides equality of oportunity for people t"
8,843,"的尋求者、非法移民）平等接近利用（ equal aces ） 預防性、治療性、緩和性的醫療服務；並應避免執行 歧視性措施。第二， 「保護」 的義務 （ the obligation to protect ）：包括國家藉由立法或採行其他措施，以確 保平等接近利用由第三者所提供的醫療"
9,844,"權利國際公約及經濟社會文化權利國際公約施行 法」，施行該公約。雖該施行法在我國內屬於法律 位階，然在我國法律體系內納入並執行國際人權公 約，亦可證明我國對於該等人權公約所承認之人權價 3 至於該條 所稱「保障」，自應視健康權的具體內涵，決定其程 度。例如，人民應立即且完全享有權利"
10,589,"件解釋所提及的失智症、植物人、極重度慢性精神 病、因中風或其他重症長期臥病在床的情形，更可能 造成家庭沉重的負擔。在醫藥費的負擔相當沉重的情 形下，任何增加其額外負擔或減輕其負擔的因素，都 足以影響醫藥費支出者的各項決定。如納稅義務人無 法就其為受扶養人所支出不合於系爭規定要件的"
