pdf_page,chars,preview
1,882,"障。舉凡憲法施⾏以來已存在之保障⼈⾝⾃由之各種建制及現代 符合憲法第⼆⼗三條所定之條件，此乃屬⼈⾝⾃由之制度性保 之，且立法機關於制定法律時，其內容更須合於實質正當，並應 犯之逮捕，由法律另定外，其他事項所定之程序，亦須以法律定 圍，不問是否屬於刑事被告⾝分，均受上開規定之保障。"
2,966,"犯之逮捕應適⽤不同程序之規定意旨。 越必要程度，並有違憲法第八條第⼀項明⽩區分現⾏犯與非現⾏ ⽅式，無須具備司法機關簽發之任何文書，即強制其到案，已逾 上開條文不問其是否在實施犯罪⾏為中，均以逮捕現⾏犯相同之 ⼈，⽽犯罪⼈之拘提逮捕，刑事訴訟法定有⼀定之程式及程序， ⺠到案，但流"
3,971,"王澤鑑 林永謀 林國賢 施文森 ⼤法官 翁岳⽣ 劉鐵錚 吳 庚 王和雄 ⼤法官會議主席 院 ⻑ 施啟揚 衡觀點，對檢肅流氓條例通盤檢討。 ⼒。在此期間有關機關應本於保障個⼈權利及維護社會秩序之均 釋公布之⽇起，⾄遲於中華⺠國八⼗五年⼗⼆⽉三⼗⼀⽇失其效 與憲法第八條第⼀項保障⼈⺠"
4,1244,"惟此制度雖未經各州採⽤，美國最⾼法院仍認未違反修正第⼗四 定：非經⼤陪審團提起公訴，⼈⺠不受死罪或不名譽罪之宣告。 事定之（註三）。就⼤陪審制度⾔，美國憲法修正第五條前段規 法院之判例亦未曾提出明確的定義，僅於具體案件發⽣時依其情 （註⼆）。⾄於正當的法定程序謂何？美國憲法並無明"
5,1270,"現⾏犯相同之⽅式，無須具備司法機關簽發之任何文書，即強制 程式及程序，上開條文不問其是否在實施犯罪⾏為中，均以逮捕 犯罪程度之⼈，⽽犯罪⼈之拘提、逮捕，刑事訴訟法定有⼀定之 失其效⼒者，乃因「流氓或為兼犯刑事法之犯罪⼈，或僅為未達 解釋理由書記載，檢肅流氓條例第六條及第七條規定所"
6,1292,"衡，斯為比例原則適⽤之問題，各國立法例就此設有不同之制度 法定程序，惟採⽤秘密證⼈制度與被告利益之保護間如何求其平 訟法上承認之證據法則，即不得指此制度為違背「實質正當」之。就秘密證⼈之制度以⾔，美國、英國及丹麥均採⽤之，為訴 圍，規定內容是否逾越必要程度，應依憲法第⼆⼗三條規定"
7,1222,"（註三）劉慶瑞著：前揭書六⼗⾴、傅崑成等譯：美國憲法逐條 主要依林紀東著前揭書⼀○五⾴起所載。 （註⼆）劉慶瑞著：比較憲法五七⾴起。⼜關於美國憲法之譯文 （註⼀）林紀東著：中華⺠國憲法逐條釋義第⼀冊⼀⼀九⾴起。 提出不同理由書如上。 理由結論未引述憲法第⼆⼗三條規定，說理⽋周，難"
8,1047,"能不問其形式與實質，即將憲法第八條第⼀項此⼀原僅適⽤於刑 上具有刑事程序之性質者，雖非不得將之視同刑事程序；但究不 作⽤（處分）；然此種為達成⾏政⽬的之⾏政機關處分，若實質 體或財產以實⼒相加，俾能實現⾏政上必要狀態之⾏政權的事實 ⾏政程序之強制措施，固係為確保⾏政⽬的之實現，對"
9,1339,"矣！即德、法、⽇諸國之憲法亦無之，因是立法限制之必要性與 務為尚。謹按憲法第⼆⼗三條規定之內容，美國聯邦憲法無論 理，予以確當之判斷，實無須牽強附會，概以美國上開之司法實 治國家原則，⾃可本於憲法此⼀規定，依據「比例原則」之法 ⼗三條之明文，則實體法限制⼈⺠基本權利之正當與否，基"
10,1354,"⾔，法官既不為訊問，其當事⼈間（原告、代理⼈律師、被告、 ⽤，關於事實之判斷則委諸於陪審員者不同。就當事⼈進⾏主義 ⾏主義，並⾏陪審制度，法官負責訴訟指揮、法律之解釋、適 集、調查與判斷，集諸法官之⼀⾝，此與英美法系之採當事⼈進 據之證明係採⾃由⼼證主義，許法官⾃由判斷，亦即將證"
11,1341,"適⽤。本案關於宣告現⾏檢肅流氓條例第六條、第七條為違憲之 斷，殊不宜直接、積極地擴張憲法第八條第⼀項之法定程序以為 所述之依據憲法第⼆⼗三條規定暨比例原則之法理予以衡量、判 然其政策上之限制是否確屬必要，已否侵害基本⼈權，仍應如前 由之限制（即⾏政程序上之強制措施），固應委諸於立"
12,1309,"義之保安處分）。茲所謂保安處分，乃國家基於維護社會秩序之 性質非屬所謂之「⾏政處分」，⽽近於刑事法之保安處分（即廣 量），逾七年未開始執⾏者，不得執⾏。凡此規定，⾜認其法律 始執⾏者，非經原裁定法院許可，不得執⾏（賦予司法之裁 亦得免其刑之執⾏；⼜感訓處分⾃裁定確定之⽇起，逾三年"
