pdf_page,chars,preview
1,848,"⼈⺠無分男女在法律上⼀律平等及憲法增修條文第九條第五項消 權利之⾏使意思不⼀致時，由⽗⾏使之規定部分，與憲法第七條 綜上所述，⺠法第⼀千零八⼗九條關於⽗⺟對於未成年⼦女 3 有之地位並不相稱。 權，⾃與男女平等原則相違，亦與當前婦女於家庭⽣活中實際享 權，否則，形成爭執時，未能兼"
2,719,"院⻑ 劉 松 藩 ⼆、檢附前述議案關係文書⼄份。 解釋」。 提本院第⼆屆第三會期第三⼗六次會議討論決議：「函請司法院 ⼀、本院委員謝啟⼤等⼀百四⼗七⼈就前開事項所提之提案，經 說 明： ⽤產⽣疑義，請查照惠予解釋⾒復。 正案前，需先明瞭原規定⽗權優先之原則是否違憲，能否繼續援 使"
3,708,"參、聲請解釋理由及對本案所持之⾒解 權利之條件不符，似有違憲之嫌。 女權益。此項差別規定與憲法第⼆⼗三條規定得以法律限制⾃由 中，常受不利之判決，連累⼦女同遭不幸，歧視女性及未成年⼦ 令⽗權優於⺟權，且忽視⼦女之利益，致⺟於有關監護權之訴訟 規定：「⽗⺟對⼦女權利之⾏使意⾒不⼀致"
4,948,"3 所謂狹義之比例原則，係指限制⼿段之強弱與達成⽬的需要之個⼈⾃由權利復極⼤，亦不符必需之原則。 ⽗親之利益出發，既非達成保護教養⼦女⽬的之必要⼿段，侵害 親監護之原則」，均係由⼦女之利益出發。⽗權優先之規定純由 家最普遍適⽤者為「為⼦女最佳利益之原則」及「幼年⼦女由⺟ 女⾏使權"
5,888,"與婚姻制度無關。 四），可以明⾒。⾜證我⺠法重男輕女之規定，純係偏護男權， 釋：「法定財產制關於夫之管理權，贅婿亦應適⽤」（附件 定，並不因贅夫⽽異其效⼒」及司法院⼆⼗年院字第六四七號解 六⼗六年台上字第⼆⼀五四號判例意旨「關於法定財產制之規 夫權義與妻同之規定，亦即贅夫之權義仍"
6,1000,"「⾏權利之義務」（附件七），並非以⼦女為⽗⺟之財產，任憑 養之義務與權利結合為⼀。親權實為「⾏義務之權利」，⼜為 主要在保護教養⼦女，因⽗⺟⼦女間之特殊親密關係，此保護教 定（⺠法第⼀千零八⼗八條第⼀項），可知⽗⺟對⼦女之權責， 條第⼀項)（附件六），參照我⺠法對⽗⺟處分⼦女財產"
7,904,"趙少康 彭百顯 葛雨琴 柯建銘 洪⽟欽 侯海熊 蕭⾦蘭 連署⼈： 提案⼈：謝啟⼤ 憲，請宣告⾃解釋公布之⽇起不得再適⽤。 「⽗⺟對於權利之⾏使意⾒不⼀致時，由⽗⾏使之」部分確屬違 律⽋缺，造成實務上之困難。是故如⺠法第⼀千零八⼗九條中 ⼦女之利益意⾒不⼀致時，由法院依前述原則決定"
8,723,"說 明： 事。 理案件法第五條第⼀項第⼆款聲請解釋，請宣告該條立即失效 有牴觸憲法第七條所定男女平等原則之疑義，依司法院⼤法官審 三八號交付⼦女事件⺠事確定判決適⽤之⺠法第⼀千零八⼗九條 八⼗⼆年度家上字第⼀七五號及最⾼法院八⼗三年度台上字第四 主 旨：為台北地⽅法院八⼗⼆年度親"
9,799,"係性別之歧視，違反上述憲法明定之男女平等原則。 先。其以⽗⺟之性別為決定⾏使權利優先順序之唯⼀標準，顯然 「⽗⺟對權利之⾏使意思不⼀致時，由⽗⾏使之」，以男性優 務時，由有能⼒者負擔之」，男女平等；在權利⽅⾯，卻規定 ⼦女權利義務之規定，在義務⽅⾯，明⽰「⽗⺟不能共同負擔義 之基"
10,942,"⼦女監護⼈之基準（附件六），⼤致有： ⾏使，⽅法極多。參酌我國其他法律及美⽇等國立法例關於決定 1 ⽗⺟意⾒不⼀致時，雖然必須由其中⼀⼈⾏使，但決定由何⼈ 由），亦有未合： 應無違憲可⾔」（台⾼院 82 年度家上字第⼀七五號判決理 共同⾏使權利，勢須由其中⼀⼈⾏使，法律選擇規定由"
11,958,"義務」（附件八），並非以⼦女為⽗⺟之財產，任憑⽗⺟處置。 與權利結合為⼀。親權實為「⾏義務之權利」，⼜為「⾏權利之 護教養⼦女。因⽗⺟⼦女間之特殊親密關係，此保護教養之義務 第⼀千零八⼗八條第⼆項），可知⽗⺟對⼦女之權責，主要在保 （附件七），參照我⺠法對⽗⺟處分⼦女財產之限制規"
12,974,"（四）⽗⺟對於何者符合⼦女之利益意⾒不⼀致時，由法院依前 第⼀、四項規定，同樣應依「為兒童之最佳利益」原則處理。 （三）⼦女未滿⼗⼆歲者，參照兒童福利法第四條及第四⼗⼀條 應依為⼦女之利益之原則決定。 「保護教養」⼦女為重點。因此⽗⺟對未成年⼦女⾏使權利，亦 保護教養之權利義務」"
13,576,"代理⼈ 羅瑩雪律師 聲請⼈ 梁０蓉 司法院⼤法官會議 謹呈 八、陳棋炎著「⺠法親屬」第２６３⾄２６４⾴影本⼄份。 七、史尚寬著「親屬法論」第５９５⾄６○７⾴。 監護⼈之基準」第⼀○⼆⾄第⼀○八⾴。 六、「家族法論集（⼆）」林秀雄著，第五章第三節「決定法定 院字第六四七號解釋影本各"
14,857,"項酌定或改定孫０皓之監護⼈。且上訴⼈在原審提起反訴，請求 不⼀致，法院尚未依兒童福利法第四⼗⼀條第四項準⽤同條第⼀ ⼀千零八⼗九條規定之適⽤。查兩造對孫０皓由何⼈監護，意⾒ 當之監護⼈。惟在法院未酌定或改定監護⼈前，仍有上開⺠法第 護權⾏使意⾒不⼀致者，得準⽤同條第⼀項之規定酌定"
15,588,"其立即無效之必要。 是項原則，戕害女性權利，並危及⼦女利益，有經由釋憲，宣告 務……⽗⺟對於權利之⾏使意⾒不⼀致時，由⽗⾏使之」，違反 保障，⺠法第⼀千零八⼗九條規定「對於未成年⼦女之權利義 等」，揭⽰男女平等原則，為女性得與男性⾏使平等權利之基本 按憲法第七條「中華⺠國⼈⺠無分"
16,907,"之規定，在義務⽅⾯，明⽰「⽗⺟不能共同負擔義務時，由有能 法院判決所據之⺠法第⼀千零八⼗九條關於⽗⺟對⼦女權利義務 ⼀、查憲法第七條明定因女平等原則，前揭台灣⾼等法院及最⾼ 參、聲請解釋理由及對本案所持之⾒解 ⽽已。 非出於珍愛⼦女之⼼，純係為逼迫聲請⼈，達成離婚⽬的之⼿段 護，"
17,912,"1 ⽗⺟意⾒不⼀致時，雖然必須由其中⼀⼈⾏使，但決定由何⼈ 應無違憲可⾔」，亦有未合： 共同⾏使權利，勢須由其中⼀⼈⾏使，法律選擇規定由⽗⾏使， （⼆）有謂「原則上由⽗⺟共同⾏使，於意⾒不⼀致時，既無法 輕女之規定，純係偏護男權，與婚姻制度無關。 關於夫之管理權，贅婿亦應適⽤」，"
18,833,"憲，⾃解釋公布之⽇起不得再適⽤。 中「⽗⺟對於權利之⾏使意⾒不⼀致時，由⽗⾏使之」部分違 前，實務上不⾄發⽣困難。為此懸請宣告⺠法第⼀千零八⼗九條 述原則決定。綜上可知，⽗權優先之規定失效後，有關法律修正 （四）⽗⺟對於何者符合⼦女之利益意⾒不⼀致時，由法院依前 第⼀、四項規定，"
19,467,"有權扶養魏０申，被上訴⼈不得剝奪伊扶養權利。被上訴⼈經常 將魏０申交付與伊之判決。上訴⼈則以：伊為魏０申親⽣⺟親， 擅將魏０申帶⾛，依⺠法第⼀千零八⼗九條規定，請求命上訴⼈ 向由伊扶養。七⼗五年六⽉間，上訴⼈乘伊出國，未經伊同意， ⼀年三⽉⼗⼀⽇⽣女魏０申後，藉故回娘家，不盡⺟職"
20,549,"（本聲請書其餘附件略） 中 華 ⺠ 國 七 ⼗ 八 年 四 ⽉ ⼆⼗七 ⽇ 第四百四⼗九條第⼀項、第七⼗八條，判決如主文。 據上論結，本件上訴為無理由，依⺠事訴訟法第四百八⼗⼀條、 擊⽅法，依法本院不得審酌，併予敘明。 童與⾼齡⽗親⼀起⽣活並非妥適云云，係⾄第三審始提出之新攻 ⼈"
