pdf_page,chars,preview
1,922,"如：第⼀條所樹立之⺠主共和國原則、第⼆條國⺠主權原則、第 同破毀，該修改之條文即失其應有之正當性。憲法條文中，諸 之基礎者，如聽任修改條文予以變更，則憲法整體規範秩序將形 雖處於同等位階，惟憲法中具有本質之重要性⽽為規範秩序存立 予，基於修憲職權所制定之憲法增修條文與未經修改之憲"
2,1005,"程度，違反修憲條文發⽣效⼒之基本規範；其中第⼀條第⼀項⾄ ⺠⼤會議事規則第三⼗八條第⼆項規定，其瑕疵已達明顯重⼤之 九條暨第⼗條之修正，其程序違背公開透明原則及當時適⽤之國 會以無記名投票⽅式表決通過憲法增修條文第⼀條、第四條、第 五、第三屆國⺠⼤會於八⼗八年九⽉四⽇第四次會議第"
3,962,"之間不⽣相互牴觸問題，本院⾃無權受理外，⼜以司法院⼤法官 ⾒，除主張依修憲程序增訂之條文，即屬憲法條文，⽽憲法條文 院受理權限有所質疑，國⺠⼤會指派代表到院說明及所提書⾯意 款提案修憲之前提，應有明確之解釋。相關機關國⺠⼤會則對本 起實施，是否兩相⽭盾，乃聲請⼈擬依憲法第⼀百七⼗"
4,1050,"Rechtswisenschaft, 6. Aufl., 1991, S. 313f.; Emilo Beti, 為學理上之通說，參照Karl Larenz, Methodenlehre der 包括對於先後制定之規範因相互牴觸所形成缺漏⽽⽣之疑義（此 按法律規範之解釋，其⾸要功"
5,1036,"條文之制定與修改，未有使⽤無記名投票修憲之先例，此亦屬上 國⺠⼤會先後歷經九次修憲，包括動員戡亂時期臨時條款及增修 政國家之正當性基礎。⽽修憲乃最直接體現國⺠主權之⾏為，依 及其運作之際，應公開透明以滿⾜理性溝通之條件，⽅能賦予憲 溝通程序予以確保。易⾔之，國⺠主權之⾏使，表現於"
6,1017,"⼈，贊成者為⼀百五⼗⼈。惟另有代表提案依國⺠⼤會議事規則 時以無記名投票⽅式為之，經表決結果，在場⼈數⼆百四⼗⼆ 三讀會以前，已有代表提議：於修憲各議案進⾏⼆讀會及三讀會 項，亦顯屬有違。蓋依上開議事錄記載，修憲案於進⾏⼆讀會及 牴觸，即衡諸會議時所適⽤之國⺠⼤會議事規則第三⼗八"
7,1017,"謂⾃律事項並不包括國⺠⼤會代表參與會議時之⼀切⾏為，故未 制，本院釋字第三四⼆號及第三八⼀號解釋分別闡釋有案。再所 理，但其處理仍應符合⾃由⺠主憲政秩序之原則，並非毫無限 會議規範所定出席⼈數為之，由國⺠⼤會依議事⾃律原則⾃⾏處 所定⼈數抑國⺠⼤會組織法第八條代表總額三分之⼀或參"
8,1235,"得斟酌憲法之意旨⽽為適當之審查。即使相關機關所引述之該美 v. AFL-CIO, 468 U.S. 1310(1984))，顯⾒美國法院對修憲程序仍 斷⼀切修憲程序均屬政治問題，⽽排除於法院審查之外（Uhler 官Rehnquist表達該院之⾒解，認為不能以Coleman⼀案，即"
9,1041,"述基本原則所形成之⾃由⺠主憲政秩序之違反者，已悖離國⺠之 院解釋續編，第⼗冊，三⾴），⽽應予尊重，但涉及基於前 固屬「有權修憲之機關衡情度勢，斟酌損益」之範疇（⾒前引本 權限之際，亦應兼顧。憲法之修改如純為國家組織結構之調整， 指對憲法忠誠，憲法忠誠在依憲法第⼀百七⼗四條規定⾏使"
10,1033,"非由⺠選，其職權必遠遜於直接⺠選之⼀院，更無由⺠選產⽣之 「⺠主性質」多矣。然查現代國家採兩院制之國會，其中⼀院若 世襲之議員組成者，則以⼀院依附於另⼀院已較任命或世襲者 院制之國家，第⼀院固多屬⺠選產⽣，第⼆院則尚有由任命甚⾄ 產⽣⽅式之增修條文，與⺠主之憲政秩序有違。或謂在國"
11,1032,"期屆滿之⽇⽌，計立法委員延任五個⽉，國⺠⼤會代表則延⻑⼆ 三⼗⽇⽌，⼜將第三屆國⺠⼤會代表任期延⾄第四屆立法委員任 正通過之增修條文，將第四屆立法委員任期延⻑⾄九⼗⼀年六⽉ 接源⾃國⺠賦予之理念不符，難謂具有正當性。本件國⺠⼤會修 使職權已非選⺠所付託，於國⺠主權原則下⺠意代表之"
12,1028,"有違前述修憲正當程序，⾃應⼀併失其效⼒。上開修正之第⼀ 許。⾄於第九條、第⼗條之修正內容本⾝雖無可議，然因其過程 序賴以存立之基礎，產⽣規範衝突，為⾃由⺠主憲政秩序所不 三項、第四條第三項內容並與憲法中具有本質重要性⽽為規範秩 度，違反修憲條文發⽣效⼒之基本規範；其中第⼀條第⼀項"
13,1141,"範」，似係謂牴觸憲法第⼀百七⼗四條之規定及不成文之「⾃由 本規範」，則所謂牴觸「⾜以影響修憲條文成立或效⼒之基本規 之存在已喪失其程序之正當性，⽽違反修憲條文成立或效⼒之基 所⽰「明顯」之闡釋，故無疑義，然所謂「重⼤」既係指「瑕疵 以為修憲程序瑕疵明顯⽽重⼤時，即不⽣其應有之效⼒"
14,1261,"辭費。 是以憲法之地位當遠非⼀般法律所可比擬，此乃⾃明之理，無庸 之合法效⼒更應直接、間接來⾃憲法之授權，⽅具有其正當性， 僅此也，依照法治國、⺠主國原則之要求，⼀切國家公權⼒⾏為 法係居於根本規範之地位，所有法規範均不得與憲法相牴觸。不 法律牴觸者無效」等規定，可知在我國整個之"
15,1314,"修憲條文之表決⽅式，絕非僅為「妥當」與否之問題，⽽係有憲 構，⼈⺠重要權益，當應使全體國⺠有共知共⾒之可能，故對於 性質上並非「常態政治」之⼀時⼀事決定，⽽乃關係國家基本架 決定，係涉及⼈⺠共營國家⽣活、影響⼦孫後代之基本性事項， 則」為之，亦係本質上必然要求，⾃不待⾔；蓋國⺠⼤"
16,1351,"者⾏使職權性質之差異⽽有所區別。是以「重⼤明顯瑕疵」審查 者所得享有之國會⾃律範圍及界限即未必應全然等同，尚應視兩 憲法設置不同機關，賦予不同功能與結構之功能法取向⽽⾔，兩 有國會⾃律原則之適⽤，畢竟兩者之性質與功能有其差異，如就 亦非⼀般立法程序所得比擬，故作為修憲機關之國⺠⼤"
17,940,"⼀、關於議會⾃律原則本院釋字第三四⼆號解釋理由書謂依⺠主 部份協同意⾒書 ⼤法官 孫森焱 ⾴。 ⽒著，《權⼒分立新論》，⼀九八年三⽉，⼀四⼀－⼀四六 註七：參⾒湯德宗，〈「權⼒分立原則」解釋之研析〉，收於同 法總論，第⼆版，⼀九年⼗⼆⽉，三六五⾴。 編，《⾏政法》，⼀九八年，五九"
18,1281,"議之過程均採公開⽅式，惟於表決⽅式採⽤無記名投票時，是否 何以修改憲法，非採⽤記名投票不可？如果提案、討論及形成決 四條規定修改憲法之程序，並無應採記名投票⽅式之限制，然則 於通過憲法修改案之讀會時，適⽤應受限制。惟憲法第⼀百七⼗ 謂國⺠⼤會議事規則第三⼗八條第⼆項關於無記名投票"
19,1299,"表⾏使職權之意⾒無從知悉，憲法第⼀百三⼗三條之規定及本院 票，則原選區選⺠或不分區代表所屬政黨對其選出之國⺠⼤會代 五、本解釋理由書第六段雖謂憲法修改案之決議若採無記名投 ⽽採⽤無記名投票，應為同條項規定所許。 制度。如果提議採⽤記名投票之代表不⾜出席⼈數三分之⼀，因 之⼀以上代"
20,1014,"之修正均應失效，應繼續適⽤修正前之原條文，以維憲政體制之 第三屆國⺠⼤會於八⼗八年九⽉四⽇所通過的憲法增修條文四條 範，亦產⽣規範之衝突，為⾃由⺠主憲政秩序所不容。從⽽宣告 憲法中具有本質之重要性⽽為憲法規範秩序賴以存立之基礎規 程度，故違反修憲條文成立或效⼒之基本規範；⽽其實質"
21,1298,"範衝突、修憲條文之設計是否將對⺠主憲政秩序之實踐貫徹構成 基本原理規範與新修正條文所設定的機關功能是否相容、有無規 政治間複雜辯證關係之嫌疑。多數通過的解釋文，另從憲法各項 有規定者為限，始得加以解釋之限制－則恐怕有過度簡化憲法與 如司法院⼤法官審理案件法第四條第⼆項規定之以「憲"
22,1273,"原則、第⼆條國⺠主權原則、第⼆章保障⼈⺠權利之規定以及有 ⽽為整個憲法體制賴以存立的基本原則，諸如第⼀條⺠主共和國 的有界限理論，但亦指出憲法條文之中，有許多具有本質重要性 等內容之合憲性問題，多數通過之解釋意旨，雖未明確肯定修憲 員選舉各政黨及獨立參選之候選⼈得票比例之⽅式分配"
